full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
"@Indostransfer Mainnya HKG teringat sama timnas era 2010an. Kalah lini tengah, pake direct pass",main hkg timnas era an kalah lini pakai direct pas,Negatif,0.20821887,0.5447393,0.24704188
Kimna tuh selama 3 turnamen ini yg main jelek siapa si? Apa sungseung ga masup timnas jg krna mainnya jelek?🫠🥲,kimna turnamen main jelek sungseung masup timnas main jelek,Negatif,0.037621144,0.8311354,0.13124348
Gak sudi rank timnas jauh dibawah India yang mainnya kaya gitu.,sudi rank timnas india main kayak,Negatif,0.02360782,0.84922534,0.12716685
Mainnya jelek bener timnas india,main jelek timnas india,Negatif,0.013580262,0.93139666,0.055023145
@Indostransfer Itu chetri gue sering liat dia di post media luar katanya pencetak gol terbanyak sepanjang sejarah timnas india tapi kok mainnya kek gitu ya?,chetri gue lihat post media cetak gol sejarah timnas india main kayak,Negatif,0.065247834,0.7268636,0.20788859
@garistengah_id Ilang semangat nonton timnas gara-gara egy main... Jelek banget mainnya,id hilang semangat tonton timnas garagara egy main jelek banget main,Negatif,0.00023057763,0.99530065,0.004468766
"@Indostransfer Berharap Timnas langsung lolos sebelum/setelah laga vs jepang?  Sy pribadi harapannya jgn langsung lolos dari hasil laga suriah ini, nanti anak2 mainnya ga spartan vs jepang 🙏🏽",harap timnas langsung lolos sebelumsetelah laga vs jepang pribadi harap langsung lolos hasil laga suriah anak main spartan vs jepang,Negatif,0.10273737,0.62194633,0.27531636
Tinggal Ngarepin hongkong sama india seri aja. Biar timnas bisa santai mainnya ga ada beban,tinggal ngarepin hongkong india seri timnas santai main beban,Negatif,0.039538264,0.83733803,0.12312369
jujur gua belum pernah liat club atau timnas yang cara mainnya sekeren qatar [minta maaf],jujur gua lihat club timnas main keren qatar maaf,Negatif,0.16297974,0.42560887,0.41141135
Eks Timnas Vietnam: Timnas Indonesia Mainnya Licik dan Kasar https://t.co/ghpkdAeGJP,eks timnas vietnam timnas indonesia main licik kasar,Negatif,0.21686183,0.4761719,0.30696633
Rafa komen di akun nya N word (si kiper 1 shot 1 goal) tapi kaga dibales padahal yang lain komen dibales. Jir males bgt mainnya kubu kubuan gitu? Padahal Rafa selalu komen ke semua anak timnas yang update ig. Jahat banget dah.,rafa komen akun word kiper shot goal kagak dibales komen dibales jir malas banget main kubu kubu rafa komen anak timnas update ig jahat banget deh,Negatif,0.009676432,0.94930613,0.041017465
@revmakarel @BetaKopites efek mau euro ga sih? jadi pada bener mainnya soalnya biar dapet slot di timnas 😁,efek euro main slot timnas,Negatif,0.06155766,0.81527585,0.12316646
Timnas mainnya 2 hari lagi tapi tegangnya dari sekarang. 😅  Bikin tegang krn sambil nungguin hasil peringkat 3 dari grup2 yg lain.  Asli kepengen banget liat timnas Indonesia cetak sejarah lolos grup Piala Asia #AsianCup2023  🤲,timnas main tegang tegang tunggu hasil peringkat grup asli ken banget lihat timnas indonesia cetak sejarah lolos grup piala asia,Negatif,0.26299375,0.397282,0.33972427
"@roddimusrod @indosupporter Ketinggian blok kalo ngomongin juara dunia, lu pengen ngandelin pemain lokal only? Noh liat timnas era aji santoso, nil maizar, sama simon, kuat lu nonton timnas mainnya kek begitu?",blok omong juara dunia lu pengin ngandelin main lokal only noh lihat timnas era aji santoso nil maizar simon kuat lu tonton timnas main kayak,Negatif,0.0016613406,0.98632324,0.012015412
"Bodo amat mau presidennya siapapun ga peduli, yg penting timnas mainnya bagus 😭",bodo presiden peduli timnas main bagus,Negatif,0.031445503,0.77032894,0.19822553
"So far Thailand mainnya solid kayak match pertama. Masih ga percaya kalo mereka datang ke piala asia dg segudang masalah, konflik federasi, pemain nolak ke timnas, indisipliner, bahkan mereka berangkat ke Qatar H-1 sebelum turnamen dimulai ( ga ada acara friendly match)",sok far thailand main solid kayak match percaya piala asia gudang konflik federasi main nolak timnas indisipliner berangkat qatar turnamen acara friendly match,Negatif,0.0815741,0.76109135,0.15733455
@hashiromui Saya mah males after debatnya sih. Jd pada terlalu fanatik. Berharap sih timnas mainnya setelah debat jd tl isinya timnas semua,mah malas after debat fanatik harap timnas main debat tl isi timnas,Negatif,0.04618157,0.88398737,0.06983104
Udah 4 match offensif terus mainnya nih timnas amin 😂,match offensif main timnas amin,Negatif,0.19289419,0.5289872,0.27811855
@autisid @id_lgk Gua ngeliat TIMNAS udah bagus mainnya aja udah seneng,lgk gua lihat timnas bagus main senang,Negatif,0.031068819,0.7160082,0.252923
"@MafiaWasit Jadilah timnas yg from zero to hero, jangan jadi timnas yang mudah di sanjung tapi mainnya selalu gak karuan",timnas from zero hero timnas mudah sanjung main karuan,Negatif,0.0051904065,0.97245854,0.022351045
"@Hafeeezy Dibeberapa clip tiktok mainnya timnas ok loh padahal, cuma kurang jam main bareng doang. Build up udah bagus, jauh lebih bagus dibanding sebelum2nya  Ada2 aja yg ngehate anjing wkwkwkwk",clip tiktok main timnas ok jam main bareng doang build up bagus bagus banding ngehate anjing wkwkwkwk,Negatif,0.0867176,0.73521596,0.1780665
@medioclubID @InfosuporterID Timnas bola bukan segalanya bro...kemarin lawan Vietnam boleh menang tapi jelek mainnya.  Jangan goblok! Jujur itu penting!,timnas bola brokemarin lawan vietnam menang jelek main goblok jujur,Negatif,0.00019869072,0.9980894,0.0017118796
@MafiaWasit Bisa-bisanya timnas lu diayam-ayamin ama Malaysia yg mainnya begitu,bisabisanya timnas lu diayamayamin malaysia main,Negatif,0.0036603832,0.97361755,0.02272203
"Bahrain mainnya jelek bgt padahal, kek timnas indonesia jaman sblm sty ngandelin krosang krosing pemainnya gada yg buka ruang juga",bahrain main jelek banget kayak timnas indonesia jaman sty ngandelin krosang krosing main enggak ada buka ruang,Negatif,0.0059296107,0.9661329,0.027937548
@idextratime @bliblidotcom Bahrain mainnya gini kok dulu timnas kita bisa kebantai 10-0 ya?,bahrain main timnas bantai,Negatif,0.1188399,0.66370666,0.21745342
"@ayaseikura @irgiawannnkk @sembroenooo @idextratime Iya abang yg kerjaannya dimanjakan permainan cantik eropa, maafkan timnas kami yg mainnya masih bikin rusak mata anda🙏kami sadar timnas kami emang bakal sulit lolos, tapi kami bakal dukung apapun yg terjadi dan semoga improve🙏 semoga negara Abang juga lolos apapun negaramu bang",iya abang kerja manja main cantik eropa maaf timnas main rusak mata andakami sadar timnas sulit lolos dukung moga improve moga negara abang lolos negara bang,Negatif,0.031018892,0.8329487,0.13603237
"@kevinbahasbola Permainan arsenal kok gak menarik ya,  dari laga ke laga kok gini2 aja mainnya, butuh taktik baru aja atau pemain baru atau pelatih baru ya? Bosen anjir br ngerasain sebosen ini nonton arsenal, seruan nnton timnas. diluar 2 gol yg dari corner yg bagus ya @kevinbahasbola",main arsenal tarik laga laga main butuh taktik main latih bosan anjir rasai sebosen tonton arsenal seru tonton timnas gol corner bagus,Negatif,0.07196406,0.74704134,0.18099456
"@IDGoonerscom Permainan arsenal kok gak menarik ya, menit 27 pengen selesai nonton, dari laga ke laga kok gini2 aja mainnya, butuh taktik baru aja atau pemain baru atau pelatih baru ya? Bosen anjir br ngerasain sebosen ini nonton arsenal, seruan nnton timnas",main arsenal tarik menit pengin selesai tonton laga laga main butuh taktik main latih bosan anjir rasai sebosen tonton arsenal seru tonton timnas,Negatif,0.010218415,0.9570122,0.032769352
ko mau si psg beli kim min je? jelek bgt mainnya di timnas hadeuh,psg beli kim min je jelek banget main timnas aduh,Negatif,0.013472683,0.94526994,0.041257367
"@idextratime soalnya timnas kita harus dijelek jelekin dulu biar main bagus, kalo dipuji puji mainnya malah kek tai",timnas jelek jelek main bagus puji puji main kayak tahi,Negatif,0.0033459137,0.97221476,0.024439398
@theflankerID @bergasss Kukira lini tengah vietnam yang jelek ternyata Timnas yang mainnya disiplin struktur. Salut,lini vietnam jelek nyata timnas main disiplin struktur salut,Negatif,0.106487505,0.7089539,0.18455859
"@Andy_setiawan93 @tirta_cipeng Menang karena keberuntangan bisa apa dek ? Cuman ngotor ngotorin mata. Bagusan juga anak SSB maen dibanding timnas semalem wkwkwkwkw maen macem badut.  Kalah kalo main bagus orang maklumin, kecuali udah kalah mainnya bapuk.  Urusan poin gak peduli, bisa di capai kapan kapan.",setiawan cipeng menang keberuntangan dek cuman ngotor ngotorin mata bagus anak ssb main banding timnas semalem wkwkwkwkw main badut kalah main bagus orang maklumin kecuali kalah main bapuk urus poin peduli capai,Negatif,0.11834016,0.4661298,0.41553
"@SonyAndrio Ramai in aja dm nyaa si towel ama akmal, suruh bikin analisis timnas kalo lolos 16 besar.  Mereka bikin analisis di ig atau yutub kalo pas timnas kalah atau jelek mainnya",ramai dm towel akmal suruh analisis timnas lolos analisis ig yutub pas timnas kalah jelek main,Negatif,0.21143506,0.626828,0.1617369
biasanya kalo timnas lagi disanjung sanjung gini next match mainnya flop dan amburadul ☹️ lets see semoga besok lawan jepang bisa bermain lebih rapi dan  disiplin lagi 🔥  #AyoGaruda #KitaGaruda,timnas sanjung sanjung next match main flop amburadul lets moga besok lawan jepang main rapi disiplin,Negatif,0.094812416,0.709365,0.19582258
"@gilabola_ina Ini pengamat emang beda sama pengamat lain.kalau pengamat lain mengkritik karena emang peduli buat sepak bola kita,nggak jarang buat muji timnas kalau mainnya lagi bagus.nah sementara ini orang emang sebenci itu sama pelatih dan timnas.",ina beda lainkalau kritik peduli sepak bola kitanggak jarang muji timnas main bagusnah orang benci latih timnas,Negatif,0.014302282,0.95931923,0.026378458
"@goonersismylife @idextratime Emang timnas tarkam layak pulang tanpa point alias 0 point. Mainnya pasti makan korban, apalagi kalau ketemu indonesia. Kokodnya itu cangkereuheun",timnas tarkam layak pulang point alias point main makan korban ketemu indonesia kokodnya cangkereuheun,Negatif,0.27616,0.3945473,0.3292926
"Timnas Vietnam banyak pemainnya yang cedera ternyata, pantes aja semalem kurang greget mainnya..",timnas vietnam main cedera nyata semalem greget main,Negatif,0.052021556,0.8237624,0.12421607
"@id_lgk Kalo pemain timnas selevel ngmbil di benfica sama barca, mainnya juga kaya pep kok dasar bung handuk",lgk main timnas level ngmbil benfica barca main kayak pep dasar handuk,Negatif,0.16926391,0.6373451,0.19339098
@__primaa @_rzkyflh @Indostransfer Iya semua tau itu. Tp lo nonton di belahan dunia mana ada pemain ga prn main di klub malah mainnya lbh bnyk di timnas? Lu ambil striker dr klub polisi yg di dasar klasemen bahkan cadangan.. Kritik normal lah dipertanyakan.. kt 4 tahun aja ga ada formasi ma cara main yg jelas.,primaa rzkyflh iya lo tonton bahan dunia main prn main klub main timnas lu ambil striker klub polisi dasar klasemen cadang kritik normal formasi main,Negatif,0.0041215997,0.9670601,0.028818367
"@__primaa @_rzkyflh @Indostransfer Modelan lo ga akan kenal budi sudarsono, eli eboy, boas, okto.. lu minimal nonton timnas waktu di latih luis milla uda syukur2.. luis milla ngelatih indo lbh bagus mainnya dan ga bnyk ngomong dia media jelek2in pemain.. tp ya sdhlah lawan bicara ga tau apa2 percuma jg.. baca2 bro",primaa rzkyflh model lo kenal budi sudarsono eli eboy boas okto lu minimal tonton timnas latih luis milla syukur luis milla ngelatih indonesia bagus main omong media jelek main sdhlah lawan bicara baca bro,Negatif,0.013421906,0.9069915,0.07958665
"@idextratime Lah kalau timnas mana bisa begitu, gak bisa manggil pemain siapa aja, cuma yg satu negara aja, terus jg mainnya cuma beberapa bulan aja, jadi ya utk bikin chemistrynya nyambung ya butuh waktu lama",timnas manggil main negara main chemistrynya sambung butuh,Negatif,0.034670003,0.81811255,0.14721741
"@Indostransfer Maaf coach Shin saya ngehujat coach kmrn karna perihal pemilihan pemain. Gak cadangin Asnawi yg mainnya jelek dan mainin Egy. Tapi malam ini taktik coach berhasil, walaupun lagi-lagi finishing pemain yg kurang. Semoga lawan timnas nanti coach turunkan pemain yg siap main.",maaf coach shin hujat coach kemarin perihal pilih main cadangin asnawi main jelek mainin egy malam taktik coach hasil lagilagi finishing main moga lawan timnas coach turun main main,Negatif,0.37539294,0.39351204,0.23109506
@anaklandakbaru @FaktaSepakbola Kok masih ada orang yang mebeda bedakan pemain naturalisasi sama lokal. Padahal mereka berjuangnya gila banget di lapangan dan respek untuk timnas yang mainnya gokil lawan vietnam,orang mebeda beda main naturalisasi lokal juang gila banget lapang respek timnas main gila lawan vietnam,Negatif,0.002587104,0.98150176,0.015911128
Asoy jg mainnya timnas,asoy main timnas,Negatif,0.21201244,0.44267902,0.3453085
"@MafiaWasit Semoga timnas mainnya lebih lebih baik dr malem tadi, harus percaya diri dan jangan kasih kendor pokoknya mental timnas harus kokoh lawan jepang yg katanya mau bombardir ina dr menit awal, buat masyarakat indonesia tolong ttp dukung dan apresiasi timnas apapun hasilnya nanti",moga timnas main malam percaya kasih kendor pokok mental timnas kokoh lawan jepang bombardir ina menit masyarakat indonesia tolong dukung apresiasi timnas hasil,Negatif,0.14709334,0.52596915,0.32693756
"@utdfocusid @bliblidotcom Udah ga niat itu mainnya, ga dipanggil timnas lagi baru tau rasa lu onana",niat main panggil timnas lu onana,Negatif,0.084211536,0.76695704,0.14883143
"@bayu_mika @SiaranBolaLive Timnas kita menang, tp mainnya jelek. Sedangkan Vietnam sudah kena bayang2 kesialan kalau lawan indonesia alias mentalnya udah agak down sedikit.",mika timnas menang main jelek vietnam kena bayang sial lawan indonesia alias mental down,Negatif,0.0010459163,0.9917372,0.007216889
"@SiaranBolaLive Memang bener Timnas kita menang gol lawan Vietnam, cuma pola cara mainnya jelek, gak jelas.",timnas menang gol lawan vietnam pola main jelek,Negatif,0.06759299,0.7386929,0.19371417
"Timnas menurut gue bagus overall mainnya, tp ntah kenapa jeleknya kalo liat gawang semuanya pgn individu ngegolin wkwk ga liat kanan kiri dulu, nafsunya emg agak agak",timnas gue bagus overall main jelek lihat gawang pengin individu ngegolin wkwk lihat kanan kiri nafsu,Negatif,0.011261673,0.92998385,0.05875445
"@rutdi_santoso @idextratime Gol timnas indo ke gawang Irak aja sampe iri liatnya, karena disana mainnya masih pake otot",santoso gol timnas indonesia gawang irak iri lihat main pakai otot,Negatif,0.021670725,0.9197261,0.058603186
"Wahhh ini orang emang udah benci level dewa aja sih sama sty, gila apa ya masa sty ngelatih timnas dianggep jelek karena mainnya gak kayak permainan guardiola di barcelona dan city. Kocak njir ini manusia wkwkwk",orang benci level dewa sty gila sty ngelatih timnas dianggep jelek main kayak main guardiola barcelona city kocak anjir manusia wkwkwk,Negatif,0.00047051988,0.9960674,0.0034620075
@Indostransfer Emang aneh sty. Main di liga eropa kasta tertinggi main full time mulu 90 menit. Di timnas mainnya menit 87 88 aneh emang sty. Noh liat kualitas eropaa. Ga perlu cepet tapi positioning daritadi gapernah lewat,aneh sty main liga eropa kasta main full time mulu menit timnas main menit aneh sty noh lihat kualitas eropaa cepat positioning daritadi enggak pernah,Negatif,0.0716184,0.7413558,0.18702582
Timnas selesai jam berapa -rek mainnya,timnas selesai jam rek main,Negatif,0.020157741,0.96857184,0.011270391
@idextratime @bliblidotcom Optimis et. Gak tau kek vibesnya Setelah menang lawan Nguyen. Tingkat percaya pada timnas kita semakin baik. Toh tadi jepang mainnya juga kurang baik. Jadi insyaallah semoga sukses lawan jepang,optimis et kayak vibesnya menang lawan nguyen tingkat percaya timnas jepang main insyaallah moga sukses lawan jepang,Negatif,0.35200536,0.35661423,0.29138047
timnas menang tapi mainnya jelek hari ini,timnas menang main jelek,Negatif,0.018558634,0.8898719,0.0915695
@FaktaSepakbola Menang sh tp apa daya.. Sumpahhh mainnya busuuk bgt timnas,menang sh daya sumpahhh main busuuk banget timnas,Negatif,0.09805151,0.51183695,0.39011157
timnas malam ini mainnya gokil abizzzz 🇲🇨👊 #TimnasDay,timnas malam main gila habis,Negatif,0.22375803,0.6003829,0.17585899
"ruar biasa timnas, walau babak kedua mainnya menurun tapi bisa meredam serangan nguyen fc",ruar timnas babak main turun redam serang nguyen fc,Negatif,0.23525657,0.47167215,0.29307127
