full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
:apa saya aja yang liat timnas kalah tapi kok bangga liat mainnya #timnasday #AsianCup2023,lihat timnas kalah bangga lihat main,Positif,0.34665662,0.26237386,0.39096954
"@GiaPratamaMD Terlepas dari kebobolan 4 goal, Indonesia mainnya asik banget asli, beda banget sama permainan timnas yang sudah sudah",lepas bobol goal indonesia main asik banget asli beda banget main timnas,Positif,0.004583193,0.06421498,0.9312019
"@SiaranBolaLive Indonesia tadi malam di babak 1 adalah timnas Indonesia terbaik yg pernah kulihat. mainnya asik bgt, bukan kaya timnas Indonesia sprti biasanya. walaupun kebobolan 2. tapi mereka terlalu keren untuk ranking 100 kesana. tinggal evaluasi aja",indonesia malam babak timnas indonesia lihat main asik banget kayak timnas indonesia bobol keren ranking kesana tinggal evaluasi,Positif,0.30816016,0.2774006,0.41443926
Menyelami timeline yang isinya pada bangga sama timnas walopun kalah dan ga lolos tapi emang mainnya udah keren bgtt. Sejauh ini belom liat tweet yang komen negatif sama skuad termuda di asian cup tapi bisa cetak sejarah lolos sampe ke 16 besar,lam timeline isi bangga timnas walopun kalah lolos main keren banget lihat tweet komen negatif skuad muda asi cup cetak sejarah lolos,Positif,0.06427187,0.2989574,0.6367708
"tp btw... nonton timnas yg skrg bikin candu bgt 😭 mainnya rapih, cantik, terstruktur, build up-nya satisfying, bagus dah pokonya! kenapa next match masih bulan mareeettt ini januari aja kaga abis-abis buseeeett 😭😭😭",btw tonton timnas candu banget main rapi cantik struktur build upnya satisfying bagus deh pokok next match mareeettt januari kagak abisabis buseeeett,Positif,0.00029921636,0.019326823,0.980374
@tvOneNews Pola mainnya sudah selevel Australia yg pernah ikut piala dunia .. sayang timnas masih umur muda .. tunggu 2-5 tahun mendatang ...,pola main level australia piala dunia sayang timnas umur muda tunggu,Positif,0.21817152,0.2465827,0.53524584
"Timnas mainnya udh enak, rapi, dan pede! Perkembangan yg bagus dan membanggakan. Heran ajaa sih klo masih ada yg nyinyir ke STY.  Satu2nya kritik hrsnya ttg PSSI yg belum bisa benerin liga nya. Selama Liga 1 blm bisa jadi gudang utk stok pemain timnas, naturalsiasi jd solusi",timnas main enak rapi percaya diri kembang bagus bangga heran nyinyir sty kritik pssi benerin liga liga gudang stok main timnas naturalsiasi solusi,Positif,0.026416436,0.122200295,0.85138327
Timnas kalah tapi bisa se happy ini karena mainnya itu enak banget.  🇮🇩❤️,timnas kalah happy main enak banget,Positif,0.008092214,0.18862951,0.8032782
"dari terakhir kali ngikutin timnas mungkin 4 tahun lalu terus ngikutin lagi tahun kemaren pas liat timnas ini makin keren aja mainnya sampe akhirnya ngikutin mereka sampe 16 besar. kerasa wow... udah lama ga kaya gini, seru dan bangga bgt liatnya apalagi dukungnya timnas sendiri.",kali timnas kemarin pas lihat timnas keren main wow kayak seru bangga banget lihat dukung timnas,Positif,0.12483195,0.3025566,0.5726114
"@kompascom He..he..benarkan yg saya bilang lawan di 16 besar itu berat2,sdh tau permainannya msih jauh dari Australia msih sj main menyerang,hrusnya timnas mainnya bertahan sj gk usah berambisi untk ingin bnyk mencetak gol,nunggu serangan balik sj sampai babak ke 2 yg penting jgn masukan..!",hehebenarkan lawan beratsdh main australia main menyeranghrusnya timnas main tahan ambisi cetak golnunggu serang babak masuk,Positif,0.2748374,0.2980383,0.42712426
"kerennn pokoknya ttp keren, despite the result timnas bener2 nunjukkin mainnya kerennn",keren pokok keren despite the result timnas nunjukkin main keren,Positif,0.00149976,0.038890395,0.95960987
"Ga nonton timnas, penasaran. Nonton timnas, stres.  Tapi meski ketinggalan 1-0, kayak ga berasa nonton Indonesia. Mainnya keren.",tonton timnas penasaran tonton timnas stres tinggal kayak asa tonton indonesia main keren,Positif,0.36336052,0.24231458,0.39432487
"nt, tpi mainnya timnas udah oke banget sebenarnyaa, kurang finishing doang, next pasti lebih gacor🔥",main timnas oke banget sebenarnyaa finishing doang next gacor,Positif,0.001306204,0.074623816,0.92406994
"@idextratime @bliblidotcom secara keseluruhan permainan timnas kita udah bagus. cuma yang perlu di perbaiki lagi cuma di bagian striker, gelandang, bek dan kiper aja.. selain itu udah bagus mainnya.",main timnas bagus striker gelandang bek kiper bagus main,Positif,0.02750968,0.19999668,0.7724937
"Ucapan terima kasih Coach Shin Tae-yong untuk Timnas Indonesia di laga 16 besar vs Australia.    STY singgung gol bundir Elkan Baggot. Tapi Asnawi, Shayne, Struick, Ernando cs mainnya tak juga buruk!  #BeritainBola #AsianCup2023 #PialaAsia2023 #TimnasIndonesia #TimnasDay #STYSTAY https://t.co/GgoPcG9RSq",terima kasih coach shin taeyong timnas indonesia laga vs australia sty singgung gol bundir elkan baggot asnawi shayne struick ernando cs main buruk,Positif,0.1652539,0.22989607,0.60485
"@ainurohman saya td nonton live streaming, gila gue kira pertandingan klub luar apa gitu, taunya itu timnas, mainnya udah berubahz gak grasak grusuk lg, perlahan2 udah mulai rapi, berani pegang bola, semoga selalu kek gini timnas mainnya atau klo bisa lebih bagus lg",tonton live streaming gila gue tanding klub timnas main berubahz grasak grusuk perlahan rapi berani pegang bola moga kayak timnas main bagus,Positif,0.16365795,0.22784078,0.60850126
@barcastuff_idn Kecocokannya 50:50 ini. Flick di timnas Jerman sangat possession tapi minim gol karena kebanyakan muter + gak punya striker tajam. Di Bayern mainnya lebih direct + gegenpressing karena gelandang sama fullback cover areanya luas.,idn cocok flick timnas jerman possession minim gol muter striker tajam bayern main direct gegenpressing gelandang fullback cover area luas,Positif,0.052814197,0.20289612,0.7442897
"terimakasih sudah berjuang , kami bangga , liat timnas main skrang excited banget krna mainnya udh bgus bgt dan udah kuat utk ngelawan negara² besar, semoga cepat kita bisa main di piala dunia, aamiinn.  #STYSTAY  #FORZAGARUDA",terimakasih juang bangga lihat timnas main excited banget main bagus banget kuat lawan negara moga cepat main piala dunia aamiinn,Positif,0.009997029,0.094306946,0.89569604
Terima kasih timnas kami bangga Mainnya bagus walaupun harus kalah  #TimnasIndonesia https://t.co/10bwQ8Afks,terima kasih timnas bangga main bagus kalah,Positif,0.029524403,0.12153505,0.8489406
"asnawi kan dari dulu mainnya modal semangat sama ngeyel doang, tapi timnas udah ga butuh karena udah ada yang lebih ngeyelnya berkelas, yaitu Hubner",asnawi main modal semangat ngeyel doang timnas butuh ngeyelnya kelas hubner,Positif,0.35951355,0.28034478,0.36014172
"Mainnya udah bagus bgt semenjak dipegang Shin Tae Yong, walaupun kalah tapi jelas ada kemajuan pesat di squad timnas sekarang. Kontrak STY harus diperpanjang!",main bagus banget semenjak pegang shin tae yong kalah maju pesat squad timnas kontrak sty,Positif,0.0010533242,0.033285476,0.96566117
"Apresiasi setinggi-tingginya buat pemain, pelatih, dan seluruh official Timnas Indonesia di #AsianCup2023   Mainnya udah keren banget, tinggal dipoles terus dan pertahanin pelatih.",apresiasi setinggitingginya main latih official timnas indonesia main keren banget tinggal poles pertahanin latih,Positif,0.013178128,0.09598403,0.8908379
"Puas bgt liat mainnya. Lumayan bisa ngimbangin dalam hal 'create chances'  Australia cuma 4 on target. Empat-empatnya jadi gol  Siapa yang paling banyak bisa maksimalin peluang, Maka dia lah yang bakal lebih banyak cetak.  📸Com'n Indonesia  #timnas #timnasday #AsianCup2023 https://t.co/R7EkEqsCKA",puas banget lihat main lumayan ngimbangin create chances australia on target empatempatnya gol maksimalin peluang cetak comn indonesia,Positif,0.001682499,0.038276378,0.9600411
@erickthohir Tolong pertahankan STY ya pak. Saya benar-benar melihat potensi besar timnas Indonesia dibawah binaan STY. Mainnya udah naik kelas jauh banget dibandingkan dulu.,tolong tahan sty benarbenar lihat potensi timnas indonesia bina sty main kelas banget banding,Positif,0.23666142,0.26990926,0.4934293
"Istana Senggol SBY dan Megawati, Timnas AMIN Sindir Jokowi: Emang Boleh Korbankan Negara untuk Kepentingan Anaknya?  Ini Indonesia Mainnya Terong Arhan Asnawi Struick Shayne Ernando Elkan Australia Liga 1  #AsianCup2023📷 #TimnasDay #BandungLautanAmin https://t.co/dz6hHR4cs9",istana senggol surabaya megawati timnas amin sindir jokowi korban negara anak indonesia main terong arhan asnawi struick shayne ernando elkan australia liga,Positif,0.30128536,0.25936872,0.43934596
"Sayang Timnas Indonesia kalah, padahal mainnya udah bagus tuh.",sayang timnas indonesia kalah main bagus,Positif,0.30128536,0.25936872,0.43934596
"@bahaspemainbola @erickthohir Sejak main di piala asia timnas Indonesia, baru malam ini mainnya sangat kerenn",main piala asia timnas indonesia malam main keren,Positif,0.2566145,0.20930111,0.5340843
"Timnas Indonesia mainnya keren banget malem ini, cuma karna 'lucky' nya aja yg hilang 😭💔 suer dah sedih bgt cuyyyy😭🤏🏻",timnas indonesia main keren banget malam lucky hilang suer deh sedih banget cuyyyy,Positif,0.0006716251,0.0772893,0.92203915
"😱 Serius? tadi itu timnas Indonesia? OMG kalian mainnya keren sekali. Sekelas timnas Irak, Jepang, dan Australia mampu diimbangi. Main barusan keren banget. Save Pelatih Shin Tae Yong, @PSSI dan ketum PSSI bapak @Erikthohir wajib tambah kontrak opa legenda Korsel ini #TimnasDay https://t.co/5qMI08WD3b",serius timnas indonesia omg main keren kelas timnas irak jepang australia imbang main barusan keren banget save latih shin tae yong tum pssi wajib kontrak opa legenda korsel,Positif,0.00058312464,0.038687248,0.96072954
"timnas skrg mainnya uda kek eropa euy, ball possession sama build up nya gokil",timnas main kayak eropa euy ball possession build up gila,Positif,0.080852896,0.18512812,0.73401904
@wahju_wibowo Nah itu kan sudah dijelaskan diatas abroad jika peluang mainnya cukup besar. Kalau dari saya gini:  dengan pemain bagus abroad &gt  klub2 lokal mau gamau produksi pemain bagus lagi &gt  pembinaan jalan &gt  liga kualitas meningkat &gt  timnas meningkat &gt  repeat,wibowo abroad peluang main main bagus abroad klub lokal enggak mau produksi main bagus bina jalan liga kualitas tingkat timnas tingkat repeat,Positif,0.02120691,0.11613504,0.8626581
"@labiebsadat Baru kali ini ntn timnas kalah tp gak nyesek, mainnya bagus.",kali tonton timnas kalah sesak main bagus,Positif,0.25673538,0.27916834,0.46409634
alasan tetap bahagia walau timnas kalah:  nobar spesial 🤝 timnas mainnya bagus,alas bahagia timnas kalah tonton bareng spesial timnas main bagus,Positif,0.088730134,0.22491686,0.686353
"@ainurohman 90 + nonton timnas main, bener2 seru. Level permainannya benar2 meningkat. Dgn ini sy pribadi optimis menyongsong lanjutan kualifikasi piala dunia. Babak pertama mainnya bener2 asik ditonton sayangnya kebobolan 2 gol.",tonton timnas main seru level main tingkat pribadi optimis songsong kualifikasi piala dunia babak main asik tonton sayang bobol gol,Positif,0.17084745,0.24141426,0.5877382
"Timnas Indonesia udah bagus mainnya. Di 5 menit terakhir, udah lemes. Passing dah bagus. Pertahanan ga ngasal. Mental fighting masih ada. Cuma emang Australia menang kualitas.  Gapapa. Jadi pembelajaran di WCQ.  #STYstay",timnas indonesia bagus main menit lemes passing deh bagus tahan ngasal mental fighting australia menang kualitas gapapa ajar wcq,Positif,0.05620043,0.19510408,0.74869555
"@FandomID_ banyak sih,menurut gue:  1. jangan nunggu bola 2. harus lebih tenang 3. berfikir cepat dalam eksekusi 4. fokus   itu saran gue sih untuk timnas, secara teknik mainnya oke",sihmenurut gue tunggu bola tenang pikir cepat eksekusi fokus saran gue timnas teknik main oke,Positif,0.23243043,0.36166197,0.40590763
"Keren timnas hari mainnya, cuman kurang lucknya aja ini #TimnasIndonesia",keren timnas main cuman lucknya,Positif,0.1500707,0.23833284,0.61159647
"Tetep Bangga GARUDA.. bukan hasil yang kami liat, tapi cara main.. Mainnya Timnas sangat dapat dinikmati..  #TimnasDay",bangga garuda hasil lihat main main timnas nikmat,Positif,0.17352553,0.23955163,0.5869229
@Indostransfer GGWP pokoknya all out mainnya timnas,ggwp pokok all out main timnas,Positif,0.038055886,0.13788404,0.82406
"Belakangan jarang nonton timnas tapi ternyata mainnya skrang udah bagus, lebih rapih, gak kayak dulu tendang ujung ke ujung doang wkwkw https://t.co/1VzDWgm5pP",jarang tonton timnas nyata main bagus rapi kayak tendang ujung ujung doang wkwkw,Positif,0.096755184,0.2199444,0.68330044
Timnas Australia tentu mainnya lebih santai krn praktis lawan Indonesia lebih mudah bagi mereka di banding lawan mereka di fase group.  Catatan statistik : Gol Australia vs Indonesia = Gol mereka di babak kualifikasi. https://t.co/xG4zqU5m8L,timnas australia main santai praktis lawan indonesia mudah banding lawan fase group catat statistik gol australia vs indonesia gol babak kualifikasi,Positif,0.23678683,0.26227614,0.500937
"ini bukan timnas Indonesia sih sumpah mainnya keren bgt build up dari bawah, kalah skor ga main grasak grusuk, lawan australia mendominasi lagi keren bgt, minusnya cuma 1 ada towel di Indonesia",timnas indonesia sumpah main keren banget build up kalah skor main grasak grusuk lawan australia dominasi keren banget minus towel indonesia,Positif,0.010039163,0.12182655,0.86813426
"@indosupporter Walaupkalah tapi Indonesia mainnya bagus banget terutama di babak pertama, penguasaan bola 52-38. STY masih perlu waktu buat ngasah lagi supaya bisa memanfaatkan setiap peluang untuk dikonversikan menjadi gol,Semoga STY di perpanjangbisa membawa timnas berprestasi #TimnasDay",walaupkalah indonesia main bagus banget utama babak kuasa bola sty ngasah manfaat peluang konversi golsemoga sty perpanjangbisa bawa timnas prestasi,Positif,0.038605534,0.31814545,0.6432489
Kalah 4-0 tapi mainnya Timnas Indonesia memuaskan penonton  #Timnasday,kalah main timnas indonesia muas tonton,Positif,0.2960728,0.27685463,0.42707255
"terlepas dari kekalahan telak timnas indo, mainnya udah bagus banget🤝",lepas kalah telak timnas indonesia main bagus banget,Positif,0.15290977,0.25313732,0.5939529
"Bener sekali, sayang td gaada arhan, tadi mainnya timnas bagus bgt, beda bgt dr permainan dulu sumpahh keren bangga..",sayang enggak ada arhan main timnas bagus banget beda banget main sumpah keren bangga,Positif,0.0011038063,0.16789246,0.8310037
"@theflankerID Setuju banget, Timnas mainnya jelas, cuma kurang di materi pemain aja.   Kalo Emyu kebalikannya.",tuju banget timnas main materi main emyu,Positif,0.004118631,0.24498832,0.75089306
"timnas kalah gpp sih, sedih wajar. cuman kalau liat mainnya yang sangat dewasa kayak tadi, seneng banget. ada harapan lebih baik lah pokoknya.",timnas kalah enggak apa sedih wajar cuman lihat main dewasa kayak senang banget harap pokok,Positif,0.04426244,0.30283132,0.6529063
"@budibongg Timnas Udah keren mainnya, cuma belum lucky, #STY👍 #TimnasIndonesia 👍🙏",timnas keren main lucky,Positif,0.14760718,0.22282831,0.62956446
Timnas mainnya keren bangett aaaaa makasih udah berjuang!!! 🙌🏼  Yang ngehate semoga idupnya ga pernah tenang :p,timnas main keren banget aaaaa terima kasih juang ngehate moga hidup tenang,Positif,0.0366233,0.13798466,0.82539207
"Tapi seneng timnas mainnya bagus bgt, tinggal finishing aja😍",senang timnas main bagus banget tinggal finishing,Positif,0.0026708222,0.056525387,0.9408039
"Semangat timnas, mainnya sudah lumayan bagus cuma musuhnya masih terlalu op",semangat timnas main lumayan bagus musuh op,Positif,0.00433033,0.058955185,0.9367145
"Indonesia maen nya bagusss!!! gilaaa, ga berasa ky nonton timnas indo. meskipun kalah tp beneran kece banget mainnya #TimnasIndonesia",indonesia main bagus gila asa kaya tonton timnas indonesia kalah kece banget main,Positif,0.13008665,0.22871447,0.6411988
"@tanyakanrl Bener si but overall Timnas Indonesia keren bgt tadi mainnya bisa hampir seimbang sama australia. Emang boleh bujang baru lawan om om tall,gorgeous,and sexy😭",but overall timnas indonesia keren banget main imbang australia bujang lawan om om tallgorgeousand sexy,Positif,8.4434185e-05,0.00974762,0.990168
