full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
@idextratime @bliblidotcom Orang Indonesia sudah terbiasa lihattimnas tersingkir jadi gk bgtu sakit apa lagi timnas jg mainnya cukup baik lha klo jepang kan harapannya juara mana tersingkir gara2 gol di menit akhir lagi apa gak nyesek tuh,orang indonesia lihattimnas singkir sakit timnas main jepang harap juara singkir gara-gara gol menit sesak,Negatif,0.015706485,0.92073655,0.0635569
"@PorosHalangID penyebab ga keliatan sistem mainnya ya grgr pemainnya yg ga mempuni, sama aja kaya timnas STY gabisa mainin sistemnya klo pemainnya kyk lokal2an aja harus dikombinasi sm pemain naturalisasi",lihat sistem main gara-gara main kayak timnas sty enggak bisa mainin sistem main kayak lokal kombinasi main naturalisasi,Negatif,0.2388578,0.42194223,0.33919993
@gilabola_ina Nggaklah. Kl mau ET bisa aja datengin sekelas Jose Mourinho (utk bikin Timnas jd tim yg mainnya pragmatis ala dia).  Sebaiknya jgn ganti² pelatih.,ina nggaklah et datengin kelas jose mourinho timnas tim main pragmatis ala ganti latih,Netral,0.35042647,0.3481003,0.30147326
@PorosHalangID Persis dg gaya tiMnas di piala Asia kmrn mainnya👍😁,persis gaya timnas piala asia kemarin main,Netral,0.46369332,0.21170047,0.32460618
"@utdfocusid @basid_hm @bliblidotcom Adaptasi nya di timnas juga ya? 🤭 kalo cuma di klub sih Oke ya, ini nyampe timnas juga kek gitu mainnya. Adaptasi yg mana nih? 🤭",hm adaptasi timnas klub oke timnas kayak main adaptasi,Negatif,0.25284973,0.5118367,0.23531358
"Pandit Senior Bilang Pemain Timnas Indonesia Ini Mainnya Gila, Shin Tae-yong Disebut Beruntung https://t.co/axXxRTgzmz",pandit senior main timnas indonesia main gila shin taeyong untung,Negatif,0.30420706,0.36248457,0.3333084
timnas timnas apa yg mainnya dari malem sampe pagi?? timnas korea lah bjir 🤩👊🏻,timnas timnas main malam pagi timnas korea bjir,Positif,0.19875439,0.3386826,0.462563
"Bukan Marselino Ferdinan, Pandit Senior Ini Berani Sebut Pemain Terbaik Timnas Indonesia: Mainnya Gila!  Bung Binder berani sebut sosok ini sebagai pemain terbaik bagi Timnas #Timnas #MarselinoFerdinan #tvOnenews  Selengkapnya  https://t.co/v4obAdvgoJ https://t.co/v4obAdvgoJ",marselino ferdinan pandit senior berani main timnas indonesia main gila binder berani sosok main timnas lengkap,Negatif,0.044742763,0.8855816,0.069675654
"@idextratime @bliblidotcom Beneran pertahanan kuat + direct football bngt Australia mainnya, dpt bola langsung ke depan ga banyang oper2an dibelakang. Pantes timnas kita kemarin bisa ngimbangin penguasaan tapi kebobolan 4, korea aja sampe ga bisa shooting",tahan kuat direct football banget australia main bola langsung banyang oper timnas kemarin ngimbangin kuasa bobol korea shooting,Positif,0.01857835,0.15930028,0.82212144
"@iyehgitu @gilabola_ina “Berapa kali ganti pelatih dan gagal?” “Progressnya ada peningkatan.” “Ngajarin cara passing.”  Squad kemarin di piala asia dan sebelumnya di kualifikasi PD, itu banyak pemain keturunan. BANYAK. DAN GA ADA PELATIH TIMNAS LAIN YANG PUNYA PRIVILEGE ITU.  Tapi nyatanya mainnya sama.",ina kali ganti latih gagal progressnya tingkat ajar passing squad kemarin piala asia kualifikasi main turun latih timnas privilege nyata main,Netral,0.48173165,0.26250312,0.25576526
@idextratime @bliblidotcom Better timnas Indonesia gaksih mainnya? Bete banget nontonnya match ini,better timnas indonesia gaksih main bete banget nontonnya match,Negatif,0.024404267,0.90547264,0.07012313
@ardisatriawan ini mainnya pake pemain timnas masing-masing pakk 😭,main pakai main timnas masingmasing pakk,Negatif,0.026075384,0.89555854,0.078366116
"@x0ox346051 @medioclubID Ohh anti keturunan to ternyata ?? Timnas Indonesia kalau cuma diisi pemain Liga 1 ya dbantai, contoh di asian games, liga 1 jelek banget level mainnya, jadi kalau Sty dikasih target tinggi ya sudah bener ambil pemain keturunan",oh anti turun nyata timnas indonesia isi main liga dbantai contoh asi games liga jelek banget level main sty kasih target ambil main turun,Negatif,0.0031470512,0.9826629,0.014190041
"Bukan Marselino Ferdinan, Pandit Senior Ini Berani Sebut Pemain Terbaik Timnas Indonesia: Mainnya Gila! https://t.co/ihDJckaNCr",marselino ferdinan pandit senior berani main timnas indonesia main gila,Negatif,0.067002505,0.77392304,0.1590745
@Pine1243 @garem_oren @id_lgk Lagian mesir kagak ketolong juga yang main dieropa aja berapa🤣sama indo juga bagusan timnas mainnya,oren lgk mesir kagak tolong main dieropa berapasama indonesia bagus timnas main,Negatif,0.20595726,0.39958212,0.39446068
"Juhyeong kudu bagus terus sih mainnya, dia calon OF'er tetap di timnas sih gw bilang, udah ga ada beban wamil juga~ all he has to do is play great baseball ✨",juhyeong kudu bagus main calon ofer timnas gue beban wamil all he has is play great baseball,Negatif,0.05197458,0.7748743,0.17315117
"Seumur-umur nonton TIMNAS, baru di piala ASIA ini terkesan sama pola mainnya. Coba deh flashback ke longball firman utina dl wkkwkwkw bahkan dari kiper aja lgsg longball2 terus 🙃",seumurumur tonton timnas piala asia kes pola main coba deh flashback longball firman utina wkkwkwkw kiper langsung longball,Positif,0.0070886067,0.110927835,0.88198364
"Ini timnas kita kapalnya baru jalan, dari dermaga pertama (tujuan jangka pendek)"", mau emang tenggelem lagi karena ganti pelatih di tengah jalan, maksudnya kalo emang performanya udah maksimal banget tapi ga ada prestasi baru ganti, timnas udah enak mainnya emang bukan prestasi?""",timnas kapal jalan dermaga tuju jangka pendek tenggelem ganti latih jalan maksud performa maksimal banget prestasi ganti timnas enak main prestasi,Positif,0.0059431,0.06838291,0.925674
"@_mizuhashi @kornelius_ch @SiaranBolaLive Nah itu brrti abang pahamkan knp su twit “Mainnya bagus sih, tp tetep aja kalah.”? Artinya tnp bhas isu internal, kl mau naikin level buat sejajar dng tim elit asia, timnas hrs terbiasa mnng dl, shg rutin ikt event gede. Krn sprti yg abang blg “blm tentu menang walau main bagus”",mizuhashi ch arti abang paham su twit main bagus kalah arti bahas isu internal naikin level sejajar tim elit asia timnas mnng shg rutin ikt event gede abang menang main bagus,Positif,0.06603886,0.205757,0.72820413
"@f_wijayaa @AMFTervaf @TMidn_news @TimnasIndonesia Keknya dia dulu mainnya cuma friendly match, jadi masih aman secara asalkan dia mainnya maks 3x di negara pertama dan itu cuma di match non-competitive + mainnya ketika dia masih di umur under-21, dia masih bisa bela timnas lain asalkan eligible",wijayaa news kayak main friendly match aman main maks negara match noncompetitive main umur under bela timnas eligible,Negatif,0.0045638736,0.9648559,0.030580193
"@AMFTervaf @TMidn_news @TimnasIndonesia Keknya dia dulu mainnya cuma friendly match, jadi masih aman secara asalkan dia mainnya maks 3x di negara pertama dan itu cuma di match non-competitive + mainnya ketika dia masih di umur under-21, dia masih bisa bela timnas lain asalkan eligible",news kayak main friendly match aman main maks negara match noncompetitive main umur under bela timnas eligible,Negatif,0.005157033,0.960763,0.034079988
"@ArifNasfi05 @feryokta19 @makanbolaID Ane yakin suatu saat IS ttp bakal kena cancel suporter timnas,karena liat mainnya sty ciamik begitu liat timnas u20 mending nonton netflix..🤣🤣",ane is kena cancel suporter timnaskarena lihat main sty ciamik lihat timnas mending tonton netflix,Positif,0.34087068,0.3050902,0.3540391
"@liliwasta @bapakpecundang @TMidn_news @TimnasIndonesia Ad milion manhoef cocok am main timnas yg mainnya counter attack tapi nih orng bilang Mo Nyoba tembus Belanda senior kalo ngk dpt bakal beralih ke indo, case nya mirip hilgres umur 26 klo gk tembus Belanda bakal mikir indo",news milion manhoef cocok main timnas main counter attack orang coba tembus belanda senior alih indonesia case hilgres umur tembus belanda mikir indonesia,Positif,0.1389051,0.42478237,0.43631256
"@rentfess Sender, terlambat gak? Aku tau beliau. Shayne Pattynama, sosok wingback kiri timnas yang mainnya garang, suka dibilang premannya timnas barengan sama Hubner. Yang pada akhirnya melewati proses naturalisasi demi nepatin janjinya kepada Alm. ayahnya buat bermain untuk Indonesia.  —",sender lambat beliau shayne pattynama sosok wingback kiri timnas main garang suka preman timnas bareng hubner proses naturalisasi nepatin janji almarhum ayah main indonesia,Positif,0.12320398,0.33959797,0.537198
@idextratime Bisa2nya timnas Indonesia nggak lolos padahal Australia mainnya biasa aja wkwk,timnas indonesia lolos australia main wkwk,Negatif,0.2717669,0.44594556,0.28228757
"Dimana-mana tugas pelatih timnas ya cari pemain yg sesuai kriteria dan tentunya sesuai dgn rencana mainnya, bukan kriteria ketum federasinya. Kalo emg STY lebih suka dgn striker tipe yg bisa nahan bola dan jadi pemantul atau bagus akselerasinya, ya Struick emg udah paling bagus.",dimanamana tugas latih timnas cari main sesuai kriteria sesuai rencana main kriteria tum federasi sty suka striker tipe tahan bola pantul bagus akselerasi struick bagus,Positif,0.0629265,0.17168921,0.7653843
"@Indostransfer Habis Luis milla ganti Simon McMenemy, Timnas jadi njomplang banget mainnya https://t.co/6eaRDz3UfJ",habis luis milla ganti simon mcmenemy timnas njomplang banget main,Positif,0.04082962,0.14313559,0.81603473
"@nasi_uduk89 @ariffuadi79 @wobowobow @Box2boxID @Box2BoxBola @TimnasIndonesia udah gausah bawa” timnas 2023, intinya kan korea sama indonesia jaman segitu mainnya gitu” doang, kalo kalah tipis ya BIASA AJA",uduk enggak usah bawa timnas inti korea indonesia jaman segitu main doang kalah tipis,Negatif,0.03449779,0.8482778,0.117224395
@Indostransfer Ini yg pada nyaranin ke klub Asean lu jangan pd aneh2 dah kocak   Orang kita narik orangdi Eropa buat main di timnas tu ya biar di timnas ada pemain yg bisa bawa kultur kerjanya dr Eropa  Kalo disuruh ke Asean sm aja bohong  Noh Amat ke JDT jd kocak mainnya,saran klub asean lu aneh deh kocak orang tarik orangdi eropa main timnas timnas main bawa kultur kerja eropa suruh asean bohong noh jdt kocak main,Negatif,0.0009817875,0.99338186,0.0056363535
"@nasi_uduk89 @ariffuadi79 @wobowobow @Box2boxID @Box2BoxBola @TimnasIndonesia nih mungkin lu lupa mainnya kedua timnas tahun 2007 tuh cuma modal longball, crossing, skill individu, sama nyari kesalahan lawan doang, barangkali lupa mainnya kurang lebih kaya ini   https://t.co/sc8TtHypoz",uduk lu lupa main timnas modal longball crossing skill individu cari salah lawan doang barangkali lupa main kayak,Positif,0.24490273,0.32829195,0.42680535
"Ada 2 faktor timnas mainnya enak, 1 karena STY, 2 Kualitas siaran dari operator tv di stadion yang bikin enak dilihat, ga kebayang kalo operator lokal yg nyiarin, cmiiw ✌️",faktor timnas main enak sty kualitas siar operator tv stadion enak lihat bayang operator lokal nyiarin cmiiw,Negatif,0.062240362,0.5555827,0.3821769
"Di babak 16 besar cuma timnas doang yg gak cetak gol dan kalah telak, tp mayoritas bilang mainnya bagus, terbagus selama nonton timnas katanya.",babak timnas doang cetak gol kalah telak mayoritas main bagus bagus tonton timnas,Positif,0.13267131,0.38511324,0.4822155
@wijaya_strong @Indostransfer timnas babak 1 mainnya seperti rank 80 bahkan kadang 70  timnas babak 2 mainnya seperti rank 120 dan kadang bahkan balik ke setelan liga 1,strong timnas babak main rank kadang timnas babak main rank kadang setel liga,Negatif,0.29036078,0.41889066,0.29074857
"Gw sgt senang liat permainan timnas indonesia lawan australia kemarin, seru. Berani menekan lawan. Ga kyk dlu baru menit 60 udh kehabisan tenaga.  Klo gw jd ketum PSSI udh lgsg gw kasih kontrak jangka panjang. Ga perlu target juara, itu mah bonus, yg penting mainnya bener aja dlu",gue senang lihat main timnas indonesia lawan australia kemarin seru berani tekan lawan kayak menit habis tenaga gue tum pssi langsung gue kasih kontrak jangka target juara mah bonus main,Positif,0.27330437,0.29743218,0.4292635
@theaseanball PSSI masukin timnas skrg jalur host aja y? Utg timnas cowo senior mainnya kmrn bener dan bs lolos jalur kualifikasi.. liga cewe ga ada apalagi yg junior bisa2nya ada timnasnya..,pssi masuk timnas jalur host utg timnas cowok senior main kemarin lolos jalur kualifikasi liga cewek junior timnasnya,Negatif,0.1619235,0.72508544,0.11299097
"@kegblgnunfaedh Klu STY out saya tidak akan nonton timnas lagi, pasti bakal kembali ke jaman purba lagi mainnya wkakakka",sty out tonton timnas jaman purba main wkakakka,Netral,0.38978848,0.26868147,0.34153008
@makanbolaID Jika STY out apakah masih ada yg mau nonton timnas lagi dengan modelan seperti dulu ke jaman purba mainnya wkakaka,sty out tonton timnas model jaman purba main wkakaka,Netral,0.4678389,0.2390756,0.29308546
"@kevinbahasbola Betul, penyelesaian akhir menjadi pr bagi timnas. Walaupun secara garis besar timnas ini mainnya udh cantik bangett kaya tim tim epl wkkww keren",selesai pr timnas garis timnas main cantik banget kayak tim tim epl wkkww keren,Positif,0.09245355,0.42196912,0.4855774
"Gue nonton timnas dari jaman SD 2008an, akhir2 ini doang gaya mainnya bagus bener. Beda tipis ama emyu sekarang  Kalo STY cabut diganti pelatih indo yg jelek, progress timnas balik dari 0 lagi sih",gue tonton timnas jaman sd an doang gaya main bagus beda tipis emyu sty cabut ganti latih indonesia jelek progress timnas,Negatif,0.08442511,0.5693091,0.34626573
"@indosupporter wdkowkdwk mainnya jelek, masih jagoan tim sma gua dulu dah kalo liat permainan 'timnas' kek gini. local pred local pred, makan noh local pred",wdkowkdwk main jelek jago tim gua deh lihat main timnas kayak local pred local pred makan noh local pred,Negatif,0.20485742,0.57599723,0.21914534
@idextratime Itakura kalo di timnas mainnya libero apa ngga si?,itakura timnas main libero,Negatif,0.10591394,0.6627748,0.23131123
Half-time: Arab Saudi 0-0 Korea Selatan  Lebih meyakinkan mainnya timnas Indonesia ga sih  #Blibli @bliblidotcom,halftime arab saudi korea selatan main timnas indonesia,Netral,0.4012715,0.3287585,0.26997
"@SiaranBolaLive fahkri husaini jadi pelatih timnas, fix timnas mainnya long ball long ball gak jelas lagi. terus banyak pemain titipan bung towel wkwkwkwkkw",fahkri husaini latih timnas fix timnas main long ball long ball main titip towel wkwkwkwkkw,Positif,0.107823946,0.15618533,0.7359907
"@idextratime @bliblidotcom boring gameplay. Katanya dua duanya calon juara, mainnya kayak tai. Masih mending gameplay timnas, pantesan knetz pada marah2 sama Klinsman dan minta STY balik",boring gameplay calon juara main kayak tahi mending gameplay timnas pantesan knetz marah klinsman sty,Negatif,0.00602948,0.9668523,0.027118161
"@ghozali0312 @indosupporter IS dulu pernah punya tim yg keren diantara semua kelompok umur timnas yakni u19 eranya Evan Dimas, smpe saat ini bhkn belum nemu lagi yg kyak gitu Mainnya pun bnyak bola pendek, squad pun dibentuk dri keliling nyari pemain, knpa skrng ngoyo ya? Apa mungkin bnyakan pemain titipan""",is tim keren kelompok umur timnas era evan mas nemu kayak main bola pendek squad bentuk keliling cari main ngoyo bnyakan main titip,Negatif,0.27889007,0.38353762,0.3375723
Nonton timnas kelompok umur jadi gak seru semenjak timnas senior mainnya bagus. Standarnya naik.,tonton timnas kelompok umur seru semenjak timnas senior main bagus standar,Positif,0.1749738,0.34771788,0.47730833
"@lucxme_ @ImranHassan234 @idextratime @TimnasIndonesia Ga lihat rata2 umur pemain timnas senior brp? Ini bukan soal skor akhir, tp pola permainan. Mau kalah telak dr usbek sm thailand juga ga masalah, namnya juga uji coba. Tp kelihatan skema mainnya?",lihat umur main timnas senior skor pola main kalah telak usbek thailand nama uji coba lihat skema main,Positif,0.31624588,0.33532897,0.34842512
"@id_fm Waktu Milla juga gitu kan... udah bener nih jalannya  Mainnya juga oke waktu itu tapi memang secara prestasi piala gk ada eh tiba-tiba diganti karena gk menuhin target asian games  Nah skrg ini arahnya bakal kesana juga, udah bener ini timnas kita mau melangkah ke arah yg baik",fm milla jalan main oke prestasi piala eh tibatiba ganti menuhin target asi games arah kesana timnas lang arah,Positif,0.16458416,0.2265142,0.6089016
"@indosupporter padahal mereka calon penerus timnas senior tp bapuk bgt mainnya passingnya mencerminkan bukan pemain timnas, doni tri yg kelihatan ngegendong, no 5 pemain tarkam liga 3 abis ngoper cuma jalan santai,ilang bola nyikut pemain lawan 🤣 emosinya digedein",calon timnas senior bapuk banget main passingnya cermin main timnas doni tri lihat ngegendong no main tarkam liga habis ngoper jalan santaiilang bola nyikut main lawan emosi digedein,Negatif,0.023932362,0.6626531,0.3134146
@indosupporter Melihat Timnas U20 main ini asam lambungku langsung naik. Sungguh. Bukan menghujat tapi ini memang jelek betul mainnya. Bahkan Kalau dibandingkan jaman Evan Dimas dkk ini masih jauh dibawah apalagi dibandingkan kakak2 di senior sekarang.,lihat timnas main asam lambung langsung sungguh hujat jelek main banding jaman evan mas dkk banding kakak senior,Negatif,0.18175374,0.5703556,0.24789065
