full_text,topic,processed,predicted_label,predicted_probability
Mau beli moist cosrx aja nunggu promo malah klo harga promonya udh beda ttp nunggu yg paling murah,4,beli memoist cosrx tungu promo harga promo beda tungu murah,Positif,[0.9644142]
@ohmybeautybank tahun lalu aku juga gini aku cmn pake moist skintific bnrn mendingan banget ada efek nenanginnya. Tapi udh g pake sekarang lg coba moist cosrx sii. Ini buat perbedaan muka tahun lalu dan hari ini https://t.co/oeWe7kcRCh,2,tahun-tahun cuman pakai memoist skintific benar mending banget efek tenang pakai coba memoist cosrx bad memuka-muka tahun-tahun,Positif,[0.9579268]
@Prknaera12 Wkwk corsx salah se huruf aja bisa mirip ya. Gue kalo beli disini atau soco itu asli bukan kawe. moist cosrx emang bagus di gue https://t.co/4wSNFZl0YF,3,wkwk corsx salah huruf iya gue beli soco asli bukan_kawe memoist cosrx bagus gue,Negatif,[0.72804356]
asli dh moist cosrx yang snail 92 best banget udah nyobain beberapa moist (ga banyak siccch) tapi punya cosrx yang snail nih best banget.,2,asli deh memoist cosrx snail best banget coba memoist tidak_cosrx snail best banget,Positif,[0.94587004]
@ThePromiscuouss Tonerpad mediheal essence skii moist cosrx. Aku gampang jrawatan jd gabis aneh ,2,tonerpad mediheal esence ski memoist cosrx gampang jrawatan gabis aneh,Negatif,[0.5808699]
moist cosrx bagus banget tapi mahal njir,2,memoist cosrx bagus banget mahal anjir,Negatif,[0.7944956]
Udahhh cukupp aku dah pakek snail mucin cosrx sama moist cosrx oil free dahh cocok ga usah ngidee beli yg mahal lagii ,2,deh pakai snail memuc cosrx memoist cosrx oil fre deh cocok tidak_ide beli mahal,Positif,[0.6663353]
@ohmybeautybank Oil free moist Cosrx! ngga bikin sumuk dan ringan jg di muka https://t.co/B0kgwk1xAS,3,oil fre memoist cosrx tidak_sumuk ringan memuka-muka,Positif,[0.8736837]
@ohmybeautybank moist @skingameofc emang seenak itu dari packaging lama sampai packaging baru aku selalu stock. terus moist cosrx snail mucin ok banget sihh dan moist @avoskinbeauty andalan segala masalah kulit,3,memoist senak packaging packaging stock memoist cosrx snail memuc ok banget memoist andal kulit,Positif,[0.9440977]
ih anjing wangi moist cosrx yang formula baru GAENAK balikkin formula lama dong taiiii,4,ih anjing wangi memoist cosrx formula gaenak formula tahi,Negatif,[0.9091581]
woi nyesek bgt aku kn baru beli moist cosrx yg snail 92 TRS TD PAS MAU NYOBA ISINYA NUMPLEK KE BAJU HUE HUE yg numplek dikit doang si tp aku anggep itu sangat amat berharga krn cosrx ga murah cok,0,woi sesak banget beli memoist cosrx snail pas coba isi tumplek baju hue hue tumplek dikit doang angep harga cosrx tidak_murah cok,Negatif,[0.54723746]
2. moist COSRX Oil Free Ultra Moisturizing Lotion Agak mahal buatku tapi gede dan katanya awet ampe 6 bulan baru² ini sih makenya so far enak² aja tapi baunya kayak bau rumah sakit. https://t.co/PmHE3whGYc,4,memoist cosrx oil fre ultra memoisturizing lotion mahal gede awet memake sok far enak bau kayak bau rumah sakit,Negatif,[0.6241634]
@gimibab nggak pernah coba skingame tapi moist cosrx yang itu bagus banget! aku pakai jugaa. cuma mungkin baunya agak menganggu sedikit.,2,tidak_coba skingame memoist cosrx bagus banget pakai bau mengangu,Positif,[0.7448007]
Sejak pake fw Cetaphil + moist cosrx dah jarang banget jerawatan. Akhirnya perjuangan menemukan skincare yg cocok untuk aku berakhir mwah.,0,pakai fw cetaphil memoist cosrx deh jarang banget jerawat juang temu skincare cocok mwah,Positif,[0.9642561]
moist Cosrx yg ini emang juarakkk Inilah before afterku Cuma ngabisin 1 botol tapi emang berbulan baru habis tuh sebotol https://t.co/XlcHEKcI4Z,2,memoist cosrx juarak before afterku abis botol habis botol,Positif,[0.7549807]
pengen coba pake moist cosrx tapi nanti habisin yang ada dulu biar gak mubadzir.,2,pengin coba pakai memoist cosrx habis tidak_mubadzir,Positif,[0.5887487]
update: ternyataaa moist cosrx snail sebagus ituuu teksturnya thick tp pas diapply ke muka ringan parahh ,4,update nyata memoist cosrx snail bagus tekstur thick pas aply memuka-muka ringan parah,Positif,[0.94940144]
gasabar bgt da nyobain avoskin vit c + moist cosrx snail aaaaaa,2,gasabar banget coba avosk vit memoist cosrx snail a,Positif,[0.8634393]
angjay beruntusanku lngsng hempas setelah pake moist cosrx,2,angjay beruntus lngsng hempas sete pakai memoist cosrx,Positif,[0.5267626]
@ohmybeautybank for the record gw pernah cova moist cosrx oil free di gw malah finishingnya makin oily dan kusam sama kyk the originote yg viral itu malah breakout. trs sebelum ini pake moist bioaqua yang 7x ceramide lumayan sih trs pindah ke glad2glow ini. pernah coba eiem juga masih oily,4,for the record gue cova memoist cosrx oil fre gue finishingnya oily kusam kayak the originote viral breakout belum_pakai memoist bioaqua ceramide lumayan pindah gladglow coba eiem oily,Positif,[0.5383789]
@hirokatwa SAMA BGT WOYY tapi emang yg mahal beneran bagus mag. Aku coba moist cosrx Krn kepo DAN COCOK BENERAN!! kulitku yg kering langsung lembab lagi,2,banget woy mahal benar bagus mag coba memoist cosrx po cocok benar kulit kering langsung lembab,Positif,[0.9041571]
@ohmybeautybank Tidak bosan bosannya aku bilang moist cosrx bagus bgt,2,tidak_bosan bosanya bilang-bilang memoist cosrx bagus banget,Positif,[0.9718802]
@discountfess kak bau moist cosrx emg kyk balsem ya?,4,kak bau memoist cosrx kayak balsem iya,Negatif,[0.71009773]
@ddilady mau lol kakk bismillah wishlist kuuu moist cosrx kakaaa,2,lol kak bismi wishlist ku memoist cosrx kakak,Positif,[0.7330709]
spill dong wishlist kalian yg taun depan harus terwujud ‼️‼️ me firstt yhh - hirono boiling frog - kuromi miniso plush yg bantal (blm yakin sih) - pengen 3 ekor sonny angels - moist cosrx dan yg lainnya taun ini udh hrs dpt adlh ricky nangis,2,spil wishlist wujud me first iya hirono boiling frog kuromi miniso plush bantal belum_pengin ekor sony angels memoist cosrx lai ricky tangis,Positif,[0.97460425]
@HRJ23O0 Aku juga begitu fw ku Cetaphil tp aku Boncos karna mahal bgt jadi rencana mau ganti ke whitelab kalo moist Cosrx bagus walaupun mahal tp isinya banyak tahan 2-3 bulan,2,fw ku cetaphil boncos mahal banget rencana ganti whitelab memoist cosrx bagus mahal isi tahan,Positif,[0.5023143]
Oil free moist cosrx tu mmg oil free tp dia mcm duduk kt surface muka je so dh lama2 jd berminyak muka akupenatnya nak cari moist lain,4,oil fre memoist cosrx moga oil fre duduk surface memuka-muka je sok deh minyak memuka-muka akupenatnya nak cari memoist,Negatif,[0.8190126]
@ohmybeautybank aku pake moist cosrx sih https://t.co/cqvPCFEZO9,3,pakai memoist cosrx,Positif,[0.9349824]
@ohmybeautybank ini nderr moist cosrx yang snail mucin i,4,dar memoist cosrx snail memuc,Positif,[0.8610474]
semoga bulan depan aku bisa beli moist cosrx aamiin,4,moga beli memoist cosrx amin,Positif,[0.8788319]
@ohmybeautybank Senorita_99 tuh ori kadang produk tuh suka ganti ganti font moist cosrx aja yg kecil sama yg gede beda kok wanginya tapi tetep ori,0,senorita orisinal kadang produk suka ganti ganti font memoist cosrx cil-kecil gede beda wangi orisinal,Positif,[0.95830315]
@ohmybeautybank iniii gatau sih ya menurut aku moist dan sunscreennya somethinc itu the best ever oh sama ini moist cosrx yang oil free ultra moisturizing lotion https://t.co/V6VOIO9jaY,4,enggak tau iya memoist sunscre somethinc the best ever oh memoist cosrx oil fre ultra memoisturizing lotion,Positif,[0.718198]
@ohmybeautybank moist cosrx cocok dipakai pas jerawat meradang pokoknya bagus dehh. Lagi promo harganya cuma 114k disini https://t.co/YUJ10YYmxF,3,memoist cosrx cocok pakai pas jerawat radang pokok bagus deh promo harga,Positif,[0.7882825]
 moist COSRX Oil free moisturizing Moist yg bantuin aku sembuh dari bo. Lembabnya pas di oilyskin. Bantu calming acne &amp; redness juga. 20mlhttps://t.co/5zIXFBy8LC 100mlhttps://t.co/jcGGQ3e52u https://t.co/hrCYeAyKJt,4,memoist cosrx oil fre memoisturizing memoist bantu sembuh bo lembab pas oilyskin bantu calming acne rednes,Positif,[0.9518437]
@ohmybeautybank Lagi suka sama moist cosrx walaupun harganya lumayan yaa buat anak kos tapi mantul bangettt ,0,suka memoist cosrx harga lumayan iya anak-anak kos pantul banget,Positif,[0.87582386]
@fidia_lintangg aku kemarinnya pake hadalabo moist kakk fid tapi makin kusam di wajah akunya. terus aku ganti pake moist cosrx bagus kakk fid. agak mahal tapi habisnya lama banget punyaku aja udah sebulanan tapi masih banyak kalong dikit doang.,2,lintang kemari pakai hadalabo memoist kak fid kusam wajah a ganti pakai memoist cosrx bagus kak fid mahal habis banget kalong dikit doang,Positif,[0.56371987]
sejauh ini moist terbaik tuh (buat aku) natrep yg lacto moist cosrx snail all in one cream sama cosrx propolis light cream. ahh pyunkang yul yg ijo yg cream juga okay‍️ dah coba yg local baliknya tetep ke mereka,0,memoist baik natrep lacto memoist cosrx snail al one cream cosrx propolis light cream ah pyunkang yul ijo cream okay deh coba local,Positif,[0.9484656]
@ohmybeautybank ini progress kulit aku setelah pemakaian moist COSRX oil free selama 2 bulan. semoga kedepannya makin membaik skin type gatau bingung wkwk dulu kering sekarang berminyak acne prone? jujur gatau bedanya glowing sama berminyak https://t.co/Ju5Akg1jFj,4,progres kulit sete pakai memoist cosrx oil fre moga depa baik sk type enggak tau bingung wkwk kering minyak acne prone jujur enggak tau beda glowing minyak,Negatif,[0.5346653]
