text,label,processed
saya pakai gopaygojek sejak awal rilis tapi kali ini banyak masalah nya top up saldo gopay masuk nya malah ke jago setelah di buka kantong jago nya tidak bisa di akses duit nya ilang gk tau kemana padahal mau bayar gopay later akhir nya telat bayar dan di denda apakah ini di sengaja developer agar kita banyak nunggak loading apk nya lamban,negative,"['pakai', 'gopaygojek', 'rilis', 'kali', 'top', 'up', 'saldo', 'gopay', 'masuk', 'jago', 'buka', 'kantong', 'jago', 'tidak', 'akses', 'duit', 'hilang', 'enggak', 'kemana', 'bayar', 'gopay', 'later', 'telat', 'bayar', 'denda', 'sengaja', 'developer', 'nunggak', 'loading', 'apk', 'lamban']"
gakkk mau gw download ni lgi masa mau daftar aja susah jangan download guys gw bebrapa kali nyoba tetap gak bisa huhuhuhuhuuuuuu gblok,negative,"['enggak', 'gue', 'download', 'daftar', 'susah', 'jangan-jangan', 'download', 'guys', 'gue', 'bebrapa', 'kali', 'mencoba', 'enggak', 'huhuhuhuhuuuuuu', 'gblok']"
gimana nih minsaya pas masukin pin ada tulisan wahkebanyakan nyoba gimana nihh saldo saya masih ada,negative,"['minsaya', 'pas', 'memasukkan', 'pin', 'tulisan', 'wahkebanyakan', 'mencoba', 'saldo']"
udah   update berkali loh ttep ga bisa isi saldo   temenkecewa,positive,"['update', 'berkali', 'enggak', 'isi', 'saldo', 'temenkecewa']"
semakin di update semakin banyak yg bermasalah aplikasi nya,negative,"['update', 'bermasalah', 'aplikasi']"
mempermudah di saat mager,positive,"['mempermudah', 'mager']"
gak bisa di abdet gak bis tf gak bisa buat pembayaran payah deh,negative,"['enggak', 'abdet', 'enggak', 'bis', 'tf', 'enggak', 'pembayaran', 'payah', 'deh']"
kadang ada driver yang nyebelin ngeselin waktu itu aja ada driver yang minta uang gak sesuai sama aplikasi smga aja mitra yang seperti itu bisa di tindak tegas terima kasih,positive,"['kadang', 'driver', 'menyebalkan', 'mengesalkan', 'driver', 'uang', 'enggak', 'sesuai', 'aplikasi', 'semoga', 'mitra', 'tindak', 'terima', 'kasih']"
terlalu banyak aturan sebaik nya gmn cara nya orderan banyakbkn banyak aturan basicari solusi yg bisa draiver bsa bahagia nyaman   jln bkn castemer yg   untungkan draiver jga haris vipti lah,negative,"['aturan', 'sebaik-baik', 'orderan', 'banyakbkn', 'aturan', 'basicari', 'solusi', 'draiver', 'bahagia', 'nyaman', 'jalan', 'bukan', 'castemer', 'untungkan', 'draiver', 'haris', 'vipti']"
ongkir gofood makin hari makin mahal bgt belum lagi sama biaya layanan dll paarah bgt udah gt gara ada mode hemat jadi makin lama pesanan gofood nya,negative,"['ongkir', 'gofood', 'mahal', 'banget', 'belum', 'biaya', 'layanan', 'dll', 'paarah', 'banget', 'gara-gara', 'mode', 'hemat', 'pesanan', 'gofood']"
dulu pas limit masih   bisa dipake paylater nya sekarang limit paylater jt limit   jadi hilang ga bisa dipake sama sekali suruh nunggu hari tapi udah tahun lebih tetep ga bisa pake,negative,"['pas', 'limit', 'dipakai', 'paylater', 'limit', 'paylater', 'juta', 'limit', 'hilang', 'enggak', 'dipakai', 'suruh', 'menunggu', 'tahun-tahun', 'enggak', 'pakai']"
bener gak ngotak pesen makanan di restoran cepat saji tapi makan waktu setengah jam entah driver atau resto nya yg lalai bner gak improve,negative,"['enggak', 'ngotak', 'pesan', 'makanan', 'restoran', 'cepat', 'saji', 'makan', 'jam', 'driver', 'resto', 'lalai', 'enggak', 'improve']"
nie aplikasi yang sangat membantu ketika mau bepergian mudah dapet driver dan cepet,positive,"['aplikasi', 'membantu', 'bepergian', 'mudah', 'driver', 'cepat']"
komplain pesanan gofood karena tidak lengkap masa musti tunggu kabar paling lambat jam lah percuma aja komplain klo nunggu segitu lama,negative,"['komplain', 'pesanan', 'gofood', 'tidak', 'lengkap', 'musti', 'tunggu', 'kabar', 'lambat', 'jam', 'komplain', 'menunggu', 'segitu']"
tagihan tidak pernah jatuh tempo rutin menggunakan gojek entah itu cash atau gopay awal awal lancar pakai gopaylater kenapa tiba dibekukan tanpa ada masalah saya beri bintang jika masih mempersulit saya maka saya akan beralih memakai apk lain,negative,"['tagihan', 'tidak', 'jatuh', 'tempo', 'rutin', 'gojek', 'cash', 'gopay', 'lancar', 'pakai', 'gopaylater', 'dibekukan', 'bintang', 'mempersulit', 'beralih', 'memakai', 'apk']"
tolong lah gojek saya costumer gofood merasa sangat dirugikan jengkel ketika orderan saya lama yang dikarenakan sang driver punya orderan sekaligus tolong hapus fitur tersebut jangan terlalu maruk rakus uang utamakan kenyamanan costumer pengguna,negative,"['tolong', 'gojek', 'costumer', 'gofood', 'dirugikan', 'jengkel', 'orderan', 'sang', 'driver', 'orderan', 'tolong', 'hapus', 'fitur', 'jangan-jangan', 'maruk', 'rakus', 'uang', 'utamakan', 'kenyamanan', 'costumer', 'pengguna']"
app lola mau pesan makanan tiba tiba lag ga bisa di pencet mengenai promo kenapa banyakan promo jika pembayaran nya paylatter paling gaksuka ngutang tolong promo nya dibanyakin kaya dulu pembayaran gopay asli skrg jadi males pesen gofood,negative,"['app', 'lola', 'pesan', 'makanan', 'lag', 'enggak', 'pencet', 'promo', 'banyakan', 'promo', 'pembayaran', 'paylatter', 'gaksuka', 'ngutang', 'tolong', 'promo', 'dibanyakin', 'kayak', 'pembayaran', 'gopay', 'asli', 'malas', 'pesan', 'gofood']"
ada apa ya dengan gopay later saya pdhal sebelumnya ga pernah ada kendala dn selalu bisa di andalkan dan semua yg disarankan untuk melakukan regis ulang untuk perubahan sudah komplit tpi tiba ga bisa dipakai capedehh pliss balik lagi aja ke findaya,negative,"['apa-apa', 'gopay', 'later', 'enggak', 'kendala', 'andalkan', 'disarankan', 'regis', 'ulang', 'perubahan', 'komplit', 'enggak', 'dipakai', 'capedehh', 'pliss', 'findaya']"
kecewa banget ama gopay later udah sering bayar tapi skrg udh gabisa dgunain kecewa sih terus limitnya buatt apa,negative,"['kecewa', 'banget', 'gopay', 'later', 'bayar', 'enggak bisa', 'dgunain', 'kecewa', 'limitnya', 'buatt', 'apa-apa']"
drivernya ramah dan sopan sepanjang sy menggunakan jasa aplikasi ini hanya sajasktg tarifnya mahal betul tdk sebanding dgn umr yg ada di daerah sering adain promo dong boss biar kami para karyawan dg penghasilan pasan bisa ttp menggunakan jasa aplikasi ini dan aplikasi ini ttp kompetitip pastinya,positive,"['drivernya', 'ramah', 'sopan', 'jasa', 'aplikasi', 'sajasktg', 'tarifnya', 'mahal', 'tidak', 'sebanding', 'umr', 'daerah', 'mengadakan', 'promo', 'bos', 'karyawan', 'penghasilan', 'pasan', 'jasa', 'aplikasi', 'aplikasi', 'kompetitip', 'pastinya']"
tibatiba saldo gopaylater tidak bs dipakai padahal ada rb bisa pindah ke akun sebelah niii padahal berguna banget cashles gopaylater,negative,"['tibatiba', 'saldo', 'gopaylater', 'tidak', 'dipakai', 'ribu', 'pindah', 'akun', 'sebelah', 'niii', 'berguna', 'banget', 'cashles', 'gopaylater']"
alamat resto tidak di temukan driver sedangkan pesanan sudah di buat lalu saya mau cancel tp ga bisa mau nya apaaaa,negative,"['alamat', 'resto', 'tidak', 'temukan', 'driver', 'pesanan', 'cancel', 'enggak', 'apaaaa']"
beli pulsa kok gak bisa mana udah is   saldo hadeh noob,positive,"['beli', 'pulsa', 'enggak', 'is', 'saldo', 'hadeh', 'noob']"
aplikasi sudah update dan sudah saya coba di hp ke saya seperti yg di sarankan cs tapi kenapa gopay later saya masih juga belum bisa digunakan padahal saldo gopay later masih blm di gunakan tolong lah jika ada permasalahan di akun saya segera perbaiki,negative,"['aplikasi', 'update', 'coba', 'hp', 'sarankan', 'cs', 'gopay', 'later', 'belum', 'saldo', 'gopay', 'later', 'belum', 'tolong', 'permasalahan', 'akun', 'perbaiki']"
tampilan ui ribet tidak user friendly tidak dapat mengubah metode pembayaran jika salah klik karena balik lagi ui nya ribet tidak user friendly,negative,"['tampilan', 'ui', 'ribet', 'tidak', 'user', 'friendly', 'tidak', 'mengubah', 'metode', 'pembayaran', 'salah', 'klik', 'ui', 'ribet', 'tidak', 'user', 'friendly']"
sejauh ini memudahkan aku buat transaksi kemana saja dan aplikasi di hp aku ringan dan gak lemot itu saja dan kembangkan biar lebih baik lagi,positive,"['memudahkan', 'transaksi', 'kemana', 'aplikasi', 'hp', 'ringan', 'enggak', 'lemot', 'kembangkan']"
sya ga prnah di marahin yaa tpi tdi siangg sya dimarahin tukang ojek grgr titik salah hanya beberapa metr dan krna dia kepanasan cuma menit blng nya lama sya sudah jelasin tpi dia mencoba mebela diri sya sebagai perempuan ga terima di marahin cuma grgr hal sepele tolong donkk gojek jgn ada lagi driver yg ga sopan seperti ini saya naik ojek bayar,negative,"['enggak', 'marahin', 'siangg', 'dimarahi', 'tukang', 'ojek', 'gara-gara', 'titik', 'salah', 'metr', 'kepanasan', 'menit', 'jelasin', 'mencoba', 'mebela', 'perempuan', 'enggak', 'terima', 'marahin', 'gara-gara', 'sepele', 'tolong', 'gojek', 'jangan', 'driver', 'enggak', 'sopan', 'ojek', 'bayar']"
limit pay later masih ada belum jatuh tempotapi tidak bisa di pakai payah mau daftar gopay pinjam sudah terpilih jadi member pas mau daftar malah di tolak payah sekali makin kesini makin ribet buat isi pulsa aja limit yg ada   bisa di pakehadehh,negative,"['limit', 'pay', 'later', 'belum', 'jatuh', 'tempotapi', 'tidak', 'pakai', 'payah', 'daftar', 'gopay', 'pinjam', 'terpilih', 'member', 'pas', 'daftar', 'tolak', 'payah', 'kesini', 'ribet', 'isi', 'pulsa', 'limit', 'pakehadehh']"
pesanan barang di tokopedia buka inbox di gojek tp tidak bisa di tracking posisi driver nya bahkan di klikpencet pun tidak bisa,negative,"['pesanan', 'barang', 'tokopedia', 'buka', 'inbox', 'gojek', 'tidak', 'tracking', 'posisi', 'driver', 'klikpencet', 'tidak']"
tolong saya pesan gofood trus pas driver dateng ke resto ternyata tutup dan saya ga bisa batalin tolong di bantu dong kasian driver nya,negative,"['tolong', 'pesan', 'gofood', 'pas', 'driver', 'resto', 'tutup', 'enggak', 'batalin', 'tolong', 'bantu', 'kasihan', 'driver']"
aplikasinya mantap cuma kurangnya gaada go fly jadi gabisa menghindari macet,positive,"['aplikasinya', 'mantap', 'kurangnya', 'enggak ada', 'go', 'fly', 'enggak bisa', 'menghindari', 'macet']"
tlg lah dtingkatkan lgdsaat sya mw krja loh gk dpat driver,negative,"['tolong', 'dtingkatkan', 'lgdsaat', 'krja', 'enggak', 'dpat', 'driver']"
cepat driver sopan menjaga keamanan,positive,"['cepat', 'driver', 'sopan', 'menjaga', 'keamanan']"
tolong dong aplikasinya diperbaiki tiap ada telepon driver masuk tidak akan muncul di layar hp terpaksa harus saya telepon ulang,positive,"['tolong', 'aplikasinya', 'diperbaiki', 'telepon', 'driver', 'masuk', 'tidak', 'muncul', 'layar', 'hp', 'terpaksa', 'telepon', 'ulang']"
mengecewakan masih bagus yg lama gak pernah ada kendala walau limit kecil tp lancar nah ini pembaruan limit besar tp ngadat cm hiasan aja gak bisa   pakai malahan,negative,"['mengecewakan', 'bagus', 'enggak', 'kendala', 'limit', 'kecil-kecil', 'lancar', 'pembaruan', 'limit', 'besar-besar', 'ngadat', 'hiasan', 'enggak', 'pakai']"
aplikasi sejauh ini berfungsi dengan baik,positive,"['aplikasi', 'berfungsi']"
kenapa setiap bulan nya saldo gopay saya kepotong rp tolong lah jangan suka ngerugikan kami,negative,"['saldo', 'gopay', 'kepotong', 'rp', 'tolong', 'jangan-jangan', 'suka', 'ngerugikan']"
sangat membantuand bermanfaat semoga makin maju and ttp berkembangttp salulu di ats apl gojek,positive,"['membantuand', 'bermanfaat', 'semoga', 'maju', 'and', 'berkembangttp', 'salulu', 'apl', 'gojek']"
tetiba gopaylater gak bisa dipakai sejak diupgrade tidak pernah telat tidak over pemakaian entahlah apa penilaiannya sampai banyak yg bernasib sama heheauto delete aja bulan depan krn cs juga tdk bisa dihub,negative,"['tetiba', 'gopaylater', 'enggak', 'dipakai', 'diupgrade', 'tidak', 'telat', 'tidak', 'over', 'pemakaian', 'apa-apa', 'penilaiannya', 'bernasib', 'heheauto', 'delete', 'cs', 'tidak', 'dihub']"
pengantaran lama keburu laperkalo bisa ongkir jangan mahal mahal kek apa toh driver dapet order juga udah lumayan,negative,"['pengantaran', 'keburu', 'laperkalo', 'ongkir', 'jangan-jangan', 'mahal', 'mahal', 'kayak', 'apa-apa', 'driver', 'order', 'lumayan']"
kenapa gak bisa liat driver sampai mana ya klo pesen makananbiasanya kita bisa liat dr peta skrng berubahenak yg dlu,negative,"['enggak', 'lihat', 'driver', 'pesan', 'makananbiasanya', 'lihat', 'peta', 'berubahenak']"
percuma pembaruan bukannya meningkat malah tambah ancur pendapatannyasudah profeder dibuat mainan sama operator sering off dilihat diakun castamer sering tidak muncul hitungan sekor juga tidak sesuai ini lama driver dibunuh pelan dengan modus go food trip pendek dengan alasan tambahan pelayananpendapatan dipangkas castamer dilindungi karena asetsekarang castamer dibodoh   dengan cara paket reguler tapi yg masuk didriver trip pendekoperator sebagai anak emas dengan alasan sistem,negative,"['pembaruan', 'meningkat', 'hancur', 'pendapatannyasudah', 'profeder', 'mainan', 'operator', 'off', 'diakun', 'castamer', 'tidak', 'muncul', 'hitungan', 'sekor', 'tidak', 'sesuai', 'driver', 'dibunuh', 'pelan', 'modus', 'go', 'food', 'trip', 'pendek', 'alasan', 'tambahan', 'pelayananpendapatan', 'dipangkas', 'castamer', 'dilindungi', 'asetsekarang', 'castamer', 'dibodoh', 'paket', 'reguler', 'masuk', 'didriver', 'trip', 'pendekoperator', 'anak-anak', 'emas', 'alasan', 'sistem']"
ajarin driver sop untuk ramah ke pelanggan dari awal pick up muka udh jutek oke saya   aja pas jln nya pelan pdhl saya udh mintol dgn sopan pak maaf jln nya bsa cepet gk saya dah telat tpi dia jawab ketus oke saya msh sabar pas di jln saya di salahin sama driver nya mba harus nya tau dong lokasi nya dmna kan jadi nya nyasar hello gua naik ojol tuh emang gk tau alamat nya trs ngapain gua naik ojol kalo gua yg harus cari tau alamat nya padahal udh tag alamat sesuai tujuan,negative,"['ajarkan', 'driver', 'sop', 'ramah', 'pelanggan', 'pick', 'up', 'muka-muka', 'jutek', 'oke', 'pas', 'jalan', 'pelan', 'mintol', 'sopan', 'maaf', 'jalan', 'cepat', 'enggak', 'deh', 'telat', 'ketus', 'oke', 'sabar', 'pas', 'jalan', 'salahkan', 'driver', 'mbak', 'lokasi', 'dimana', 'nyasar', 'hello', 'gua', 'ojol', 'enggak', 'alamat', 'mengapai', 'gua', 'ojol', 'gua', 'cari', 'alamat', 'tag', 'alamat', 'sesuai', 'tujuan']"
akhir ini knp voucher ny hilang smua nd ad sisa knp ya tlong dong diurus trus akun mau dihpus jg nd bs,negative,"['voucher', 'hilang', 'indak', 'sisa', 'tlong', 'diurus', 'akun', 'dihapus', 'indak']"
tolong ya gojek untuk mempermudah complain mechanismnya omset trilyunan masa no call center costumer susah dihubungi gmn caranya kita chat driver kalau hp kita ketinggalan di gocar saya menit baru bs kesambung dgn call center,positive,"['tolong', 'gojek', 'mempermudah', 'complain', 'mechanismnya', 'omset', 'trilyunan', 'no', 'call', 'center', 'costumer', 'susah', 'dihubungi', 'chat', 'driver', 'hp', 'ketinggalan', 'gocar', 'menit', 'kesambung', 'call', 'center']"
banyakin promo kak untuk gofood nya untuk daerah pangkalpinang bangka belitung,positive,"['membanyaki', 'promo', 'kak', 'gofood', 'daerah', 'pangkalpinang', 'bangka', 'belitung']"
nyaman bgt pakai gojek tampilannya juga lebih mudah   pahami kadang agak lama loadingnya tp gk mslh,positive,"['nyaman', 'banget', 'pakai', 'gojek', 'tampilannya', 'mudah', 'pahami', 'kadang', 'loadingnya', 'enggak']"
katanya bebas biaya admin transfer   mana ada udah isi saldo dari bank ada adminnya kirim ke rekening bank lain kena admin transfer gopay sama ajah mending pake mobile banking,negative,"['bebas', 'biaya', 'admin', 'transfer', 'isi', 'saldo', 'bank', 'adminnya', 'kirim', 'rekening', 'bank', 'kena', 'admin', 'transfer', 'gopay', 'mending', 'pakai', 'mobile', 'banking']"
aplikasi paling bahaya bisa membuka data di hp saya dan mengendalikan hp saya,negative,"['aplikasi', 'bahaya', 'membuka', 'data', 'hp', 'mengendalikan', 'hp']"
udah hari komplain ga bisa metode bayar pake gopay melalui jasa gojek ga ada solusi sistem nya bobrok,negative,"['komplain', 'enggak', 'metode', 'bayar', 'pakai', 'gopay', 'jasa', 'gojek', 'enggak', 'solusi', 'sistem', 'bobrok']"
payleter ga bisa di gunakan untuk membeli pulsa token listrik ga guna bgt ini payleter buat apa buat pajangan doang biar terlihat keren ga guna ga bisa di andelin,negative,"['payleter', 'enggak', 'membeli', 'pulsa', 'token', 'listrik', 'enggak', 'banget', 'payleter', 'apa-apa', 'pajangan', 'doang', 'keren-keren', 'enggak', 'enggak', 'andelin']"
jaringan saya bagus kenapa lemot bgt sih gojek,negative,"['jaringan', 'bagus', 'lemot', 'banget', 'gojek']"
jadi bintang dulu tadinya udah sya kasih bintang cuman karna awal gopaylater saya sudah bisa setelah di update gopaylaternya malah pengajuan gagal terus padahal saya tidak pernah telat bayar jauh hari sebelum jatuh tempo pun sudah saya bayar,negative,"['bintang', 'kasih', 'bintang', 'cuman', 'gopaylater', 'update', 'gopaylaternya', 'pengajuan', 'gagal', 'tidak', 'telat', 'bayar', 'jatuh', 'tempo', 'bayar']"
puasss sama aplikasi nyaa sangat di butuh kan buat yng sering laper tengah malam tpi mager mau kluar,positive,"['puasss', 'aplikasi', 'butuh', 'laper', 'malam', 'mager']"
udah   kejadian pesen driver keduanya jemput barengan lah saya bingung akhirnya di cancel eeh hari ini lebih aneh saya sudah sampai ada driver yg chat halo posisi saya sudah sampai lah itu siapa yg order kan ngerugiin pak driver jek gmn sih,positive,"['kejadian', 'pesan', 'driver', 'jemput', 'barengan', 'bingung', 'cancel', 'eeh', 'aneh', 'driver', 'chat', 'halo', 'posisi', 'order', 'ngerugiin', 'driver', 'jek']"
nunggu jam ga dapet driversistem macem apa begitupadahal banyak gocar disini,positive,"['menunggu', 'jam', 'enggak', 'driversistem', 'apa-apa', 'begitupadahal', 'gocar']"
tolong ini kenapa tiba gopaylater saya kok tidak bisa dibuat transaksi untuk beli kuotapulsa saja tidak bisa memakai metode pembayaran gopaylater,positive,"['tolong', 'gopaylater', 'tidak', 'transaksi', 'beli', 'kuotapulsa', 'tidak', 'memakai', 'metode', 'pembayaran', 'gopaylater']"
apa apaan udh di update tetap aja ga bisa tf dan lain katanya koneksi bermasalah gmn sih,negative,"['apa-apa', 'update', 'enggak', 'tf', 'koneksi', 'bermasalah']"
selalu banyak promo sih semoga bisa bersaing dengan aplikasi lain saya harap promo di gojek akan lebih banyak lagi agar masyarakat bisa berailih menggunakan aplikasi ini terutama gofoodnya,positive,"['promo', 'semoga', 'bersaing', 'aplikasi', 'harap', 'promo', 'gojek', 'masyarakat', 'berailih', 'aplikasi', 'gofoodnya']"
setelah diperbaharui kok malah lambat banget loadingnya,negative,"['diperbaharui', 'lambat', 'banget', 'loadingnya']"
titik susah untuk sesuai lokasi driver cuman liat lokasi titik gak baca deskripsi alamat ambil patokan lokasi yang tidak sesuai jadi eror berlipat lipat sebelumnya pensan makanan yang ternyata kosong di restaurantnya app toko dengan driver eror semua uninstal gojek solusinya,negative,"['titik', 'susah', 'sesuai', 'lokasi', 'driver', 'cuman', 'lihat', 'lokasi', 'titik', 'enggak', 'baca', 'deskripsi', 'alamat', 'ambil', 'patokan', 'lokasi', 'tidak', 'sesuai', 'eror', 'berlipat', 'lipat', 'pensan', 'makanan', 'kosong', 'restaurantnya', 'app', 'toko', 'driver', 'eror', 'uninstal', 'gojek', 'solusinya']"
