text,score,label
biaya ongkir dekat aja mantap biaya aplikasi makin jadi hadeh kadang lokasi ngebug pindah sendiri diskon go foodnya parah udh banyak paylater doang ditambah lagi sekarang hanya untuk mekdi pizza hut hokben yg gk ada di dekat tempatku udh makin parah ga bisa numpuk diskon lagi promo ampas ga ada untuk gopay biasa,1,Negatif
paling kesal klo udh order go food trs si driver gbsa di hubungin lama trs gabisa batalkan pesanan,5,Positif
sejak diperbarui kok malah ada aja kendalanya sekarang malah gopay later yg gk bisa digunakan,1,Negatif
sejauh ini masi okee apalagi ada goride sama gocar comfort jd bisa milih,5,Positif
gopaylater tak bs   gunakan gopay tabungan juga mempersulit aja jd nya krn gakepake mana saldo yg ada otomatis msuk   tabungan gopay ribet tdk membantu menyusahkan dan gopaylater gabisa   pake payah mhon   perbaiki lg,1,Negatif
aplikasi paling buruk dari aplikasi lainnya masak saldo saya kepotong saat transaksi di batalkan coba chat cs kagak bisa di refund halah aplikasinya buruk,2,Negatif
banyak yang berubah dari app ini emng banyak fitur baru saya udh lebih dr tahun mungkin gunain gojek tp skrng pricenya ngga se friendly dulu sy user gopay later juga dan kdng emng sering terlambat buat ngecek berapa dendanya perhari perbulan dan baru baru ini sepertinya ada update yang menaikan bunga menurut sy udh ngga ramah lagi sih buat anak kos yang suka terlambat bbrp hari apalagi freelance skrng dh ada tim penagih yang nomornya ga official udah deh ke ekspos nomor kalian,1,Negatif
noob lama dalam ngejemput sengaja di lama lamain padahal udh di acc nunggu sekitar menit gk ada pergerakan juga orng buru buru jdi makin telat klo gk mau acc orderin bilang harusnya atau batalin aja jgn kaya gtu,1,Negatif
selamat hari jadi yg ke thn pt gojek semoga sukses amiin saya suka dgn layanan transfortasinya kalo bisa ke peloksok perkampungan sudah banyak layanan drivernya,5,Positif
saldo saya berubah di gopay setelah saya ganti email di gojek dengan email yang sama dengan di akun gopay saya mau kembali ke akun sebelumnya tapi sudah tidak bisa sehingga saya tidak bisa melihat riwayat transaksi saya lagi mohon bantuannya,3,Netral
aplikasi aneh awalnya di kasih gopay latter dari limit di naikin jadi dinaikan lagi jadi suruh di upgrade biar naik limitpas upgarde di tolaklha lucuuuuuuufasilitas hilang setelah di minta upgrade harusnya gk usah di kasih aja dari awal kayak main main auto delete permanenbanyak aps lain juga,1,Negatif
minimal perbaiki dan perhatikan saran pengguna,1,Negatif
update terus bagus sistem seperti dulu makin byk perubahan,1,Negatif
gojek tetap aplikasi yg paling utama dan terdepan,5,Positif
jelek ni aplikasi uninstall aja,1,Negatif
good fitur semakin lengkap,5,Positif
aplikasi ini dapat di andalkan untuk keperluan trasportasi,5,Positif
aplikasi ini dapat di andalkan untuk keperluan trasportasi,5,Positif
ada apa dengan go payleter susah sekali mengkoneksikan pembayaran ngk seperti biasanya,3,Netral
pas pesen selalu dapet drivernya yg jauh padahal byk yg deket sgt tidak efektif,3,Netral
gojek makin ribet ya aplikasinya saya lagi gofood mau pantau di maps driver nya dimana malah gak bisa yg ada animasi orang masak bodo amat itu mah,2,Negatif
aplikasi apalah ini kali saldo hilang gila penipuan ini namanya masa iya gopay tabungan uda di topup tapi gak tertera saldo nya uda kelewatan kalo begini aplikasi paling susah untuk laporan masalah slow respon pula dan ga ada penjelasan lebih lanjut soal masalah kehilangan saldoampun dahh,1,Negatif
gojek kenapa ya gabisa dibuka padahal saya sudah update ke versi terbaru,1,Negatif
sumpa murah amayyy pokonya suka amayy tapi   sukanya di bagian gofoodny mahal bangettttt,4,Positif
sebelumnya gua ga ada masalah ya sama paylater lu cuma kok semenjak di update ga bisa di pake payah,1,Negatif
cepat dan murah,5,Positif
bisa gk sih kasih driver itu yg dekat aja masa dapat driver posisinya bukan dekat lokasi penjemputan tapi dekat lokasi tujuan gk ngotak banget dan ini sudah beberapa kali parah bener,1,Negatif
gofood chat sama driver lag parah gonta ganti driver sampai   pesanan gak sampai gara banyak ganti driver maps driver juga gak ada jadi gak tau posisi driver,1,Negatif
agar diedukasi lagi untuk driver terutama driver gocar supaya ramah ke customer,1,Negatif
aplikasi sangat membantu semua order mudah dilakukan tidak ada kendala dan sangat bermanfaat,5,Positif
beli paket langganan gofood plus seharga ribu kirain gratis ongkir dari semua resto tapi tidak semua resto bahkan setelah langganan gratis ongkir promo banyak ga dikasih lg jauh sih dibanding app sebelah,1,Negatif
hallo gojek tolong yaaa tolong bgt dri dlu tarifnya muahaaal bgt aplikasi ini aku pindah haluan dari gb ke aplikasi ini tapi tarifnya subhanallah jauh berkali lipat dari aplikasi aku yg sebelumnya bisa gaa di adakan promo yg lebih efektif ga cuma sehari dua hari aja promonya,2,Negatif
minta update versi terus malah makin butut,1,Negatif
bagus pelayanan   dan ramah,5,Positif
aplikasinya bagus tapi sayang klo pesen gojeg lama banget kadang slalu gx dpet tambahin lagi karyawan ojegnya biar yg lagi buru nyarinya cepet dapett,2,Negatif
gaguna masa tahun belum bisa ke lokasi seluruh indonesia,1,Negatif
knp aplikasi ini klo gak pake wifi susah masuk tiap buka internet wifi tidak tersambung bahkan transfer kadang juga gak masuk nyantol bbrp hari tolong diperbaiki sistem nya,5,Positif
kenapa yah mau upgrade gopay later kok gak bisa masukkan nomer darurat,4,Positif
kenapa ya di gojek ini ada biaya jasa aplikasi nya besar banget masak kalah sama gerb enggak ada biaya aplikasi kok ini besar banget biaya sampai rp padahal gojek lebih unggul dengan banyak diskon potong belanja,2,Negatif
lumayan mahal buat perjalanan yg ga terlalu jauh jarang ada promo hehe,3,Netral
isi pulsa lewat gopay pertama berhasil isi ke gagal saldo masih utuh percobaan ke gagal lagi tapi saldo terpotong ajukan laporan tapi balasannya saldo tidak sesuai,5,Positif
limit besar enggak bisa digunakaan mau melunasi sisa tagihan menutup akun harus sesuai tgl jatuh tempo komplain sana sini enggak ada solusi sisa tagihan lunas saya hapus akun saya disini,1,Negatif
biaya jasa tambah mahal kaya kurang duit aja udah perusahaan gede makin kesini makin parah manajemen nya,1,Negatif
sempet crowded karena udah pesansaldo kena potong pengemudi agak menjengkelkanalhamdulillah bisa balik sih setelah engkel engkelan lama,4,Positif
saya senang pke gojek tapi kenapa sering ngelag ya di pakai bentar langsung aplikasi tidak menanggapi minta di ulang aplikasi terus,4,Positif
aplikasinya masih kurang user friendly dan titiknya msh susah di akses,3,Netral
sejauh ini aplikasi gojek sangat bagus saya pikir promopromo digojek ada untuk pengguna baru atau pengguna langganan tetapi tidak hanya itu saya pribadi jarang menggunakan gojek tetapi setiap kali menggunakan pasti ada promo yang sangat menguntungkan pengguna semangat gojek,5,Positif
aplikasi andalan yg fast respon saat dibutuhkan,5,Positif
mohon bantuannya saya pernah buat gopay tapi hp ilang apa bisa gopayku diaktifkan kembali,1,Negatif
mohon bantuannya saya pernah buat gopay tapi hp ilang apa bisa gopayku diaktifkan kembali,1,Negatif
sarana transportasi yang sangat prakris dengan biaya sangat terjangkau untuk menengah bawah sekalipun mudah dan cepat,5,Positif
pelayanannya bagus cepat ada promo jg mantap,5,Positif
gojek semakin ke sini semakin sering trouble tibatiba ngelag saat pilih orderan dan selalu terjadi seperti itu tolong diperbaiki biar tidak ngebug terus karena sangat mengganggu,2,Negatif
aplikasi nya mudah diklik,5,Positif
untuk gopay sekarang fitur menarik untuk saya tapi ada satu fitur yang tidak menarik tarik tunai kenapa fitur ini hanya bisa di ambil dari atm terus kenapa tidak bisa ambil di alfamart indomart proses lebih cepat juga,2,Negatif
driver nya ramah dan jemput sesuai titik alhamdulillah tiba tepat waktu,5,Positif
saya order gofood pakai metode pembayaran jenius saat order pertama gagal tapi di jenius nya berhasil terpotong akhirnya saya coba lagi klik bayar sampai berhasil sialnya pada saat saldo jenius saya tidak cukup walaupun di gojek tertulis gagal transaksi tapi transaksi terus masuk ke jenius akhirnya saya terkena pajak sampai beberapa kali dan bikin kecewa nya sulit menghubungi cs padahal saya ada di level anak sultan yang cs prioritas tapi di kecewakan bintang,1,Negatif
selama berlangganan gojek saya selalu puas dengan pelayanan dan sikap drivernya semoga bisa lebih baik lagi,5,Positif
gopaylater di tutup tiba dengan alasan yg tidak jelas by sistem by sistem sistem apa sihga paham saya tahun pake ga pernah telat bayar apalagi nunggak pas mau pake di suruh nunggu hari coba lagi apa coba kl sdh di tutup tolong dong iklan nya yg nyuruh menggunakan paylater di stop ada mulu setiap saat muncul berasa di ledek kan gw gojek makin ke sini makin ga jelas sejak pindah ya,1,Negatif
buat gopaylater tolong di tinjau dan di update data saya padahal saya sudah melunasi tp kredit skor saya masih menurun saya jd susah bertransaksi perbankan,5,Positif
kebanyakan fitur berat doangengga membantu mendingan grab lebih ringan engga kbanyakan fitur upgrade dan layanan selalu acc,1,Negatif
bagus sangat pelayanan ya,5,Positif
parahribet gak masuk akaludah jelas foto pake hp sendiri yg ada apknya masih gagalniat gak sih bikin apkmasak ferivikasi selfi aja gagal mulu banyak alasanada jaringan lah bukan hp sendiri lah minta upgrade lah aneh baru instal dan blm ada upgrade minta upgradegimana mau sukses kalo di persulit payah,1,Negatif
gampang gak pakek ribet aplikasi membantu sekali,2,Negatif
mengapa pagi pagi driver sering mengcancel orderan bukan sekali tetapi kali,3,Netral
awal pakai tahun emang bagus tapi makin lama makin gak jelas ini aplikasi nama jalan di aplikasi sama kenyataannya beda drivernya sampe nyasar dicancel dapet baru nyasar lagi uninstal ajalah mengecewakan banget,1,Negatif
aplikasi gojek sangat bagus dan membantu di saat di butuhkan,5,Positif
serba serbi jaman udah maju bayar belanjaan udah pake gopay sekarang mah keren,5,Positif
termudahkan terimakasih pelayanannya,5,Positif
termudahkan terimakasih pelayanannya,5,Positif
gojek yang sekarang menurut saya kurang sekalimasalah menambahkan kartu sebagai metode pembayaran aja susah sekali sudah dicoba   tetap tidak bisa selalu saja mengulang dari awal satu kata kecewa dengan aplikasi gojek yang sekarang,1,Negatif
buat apa limit ribu kalau tidak bisa di gunakan tolong lah benerin lagi gopaylater nya,1,Negatif
tiap mau bayar pakai gopay error mulu padahal jaringan udah bagus,1,Negatif
pertama kali topup gopay salah tekan angka nomor telepon gojek tidak bisa membantu sangat mengecewakan,1,Negatif
blom pencet pesan langsung order otomatis,2,Negatif
terima kasih menu beranda gojek sudah enak dipandang saya jadi nyaman kembali menggunakan aplikasi gojek,5,Positif
mohon pihak gojek untuk segera memperbaiki sistem rute awal dan pulang karena rute pulang saya saat ini berbeda dengan rute berangkat padahal sebelumnya sama saja rutenya apalgi ongkosnya nambah jadi makin bingung thanks,1,Negatif
pake jasa aplikasi segala mahal om makanan mahal titik sering   sesuai,1,Negatif
admin gojek sekarang setelah pesan gofood kok tidak bisa isi gopay padahal dulu bisa,4,Positif
walau udh di update ttp jelek bgt gak bisa di cancel pesanan go foodtrs lokasi tdk sesuai,1,Negatif
aplikasi nya lambat dan loading bgt apalagi pas akses gofood bikin esmosi,1,Negatif
udah di update malah nge freeze lemot,2,Negatif
kok stelah update app malah sring nge lag dan brnti broprasi tiba gmn kalo smntra psan mknan,1,Negatif
aku kan udah lama pengguna aktif kok ga ada gopinjamnyasemakin kesini semakin bikin keki emosi ajagiliran di jkt terbit vocher di baligiliran di bali terbit vocher jakarta depok tanggerang bogormalang kalo ga niat kasih vocher ga usah terbitin vocher dah gitu masa berlaku masih pjg di pake suka kadaluarsa kenapa aplikasi   yg lebih lama ga bisa pay later,2,Negatif
punya driver banyak bukannya makin cepet malah makin keong aja parah,1,Negatif
punya driver banyak bukannya makin cepet malah makin keong aja parah,1,Negatif
kenapa tidak bisa melakukan pembayaran menggunakan gopay selalu saya ada tulisan tidak dapat melanjutkan pembayaran padahal saya hanya membayar tagihan codashop sebesar   saja jika mengisi gopay dibawah   jiga gak bisa tolong segera diperbaiki saldo saya lumayan banyak soalnya,1,Negatif
mudah dan praktis dan banyak promo lebih update sih alhamdulillah sampe saat ini belum ada kendala semoga tidak ada lancar lancar saja,5,Positif
apaan sih ni aplikasi tiba tiba force close lah tb tb crash ga jelas kadang ga bisa di buka kadang ke pesen kali lain kali mending update performance dulu deh dari pada fitur fitur ga jelas makin bagus engga malah makin aneh aplikasi nya kasian ke driver yang kepesen kali mau ga mau harus di cancle salah satu,3,Netral
animasi malah ga gunalebih baik pake map,2,Negatif
wajib punya transaksi jdi lbih gampang,5,Positif
respon nya cepat dan driver ramah,5,Positif
upgrade goplus selalu ditolak padahal saya sudah melakukan sesuai instruksi mohon bantuannya,1,Negatif
bagus namun masih perlu disempurnakan,4,Positif
saya coba pesan goride electrik dapet nya lama banget dan juga saya coba pesan gocar luxe dapet nya lama banget,5,Positif
percuma punya voucher tapi setelah digunakan harganya sama aja gak ada istimewa nya,1,Negatif
mempermudah di saat sibuk gk bisa keluar,5,Positif
cukup membantu dan menguntungkan buat yg mager seperti aku,5,Positif
aplikasi yang sangat membantu untuk kita yang mager,5,Positif
maaf min ini kenapa aplikasi kok jelek banget tolong perbaiki lgi dan adakah nomor admin yg bisa sya hubungi,1,Negatif
goshop in fitur pembayaran gopaylater biar lengkap ya,5,Positif
poinya berbentuk lebih mudah pemakaiannya,5,Positif
masaaaa gegara saldo di atm kurang kena denda ribu yaaa makinmnn kurang donggg saldo di atm sayaaaaaaa satttttt sebagai anak kost saya merasa terkuras bangetttt kan tinggal ga bisa di pesan ga usahh di kurangin saldo di atm sayaaa,1,Negatif
salah aplikasi atau salah pilih aplikasi tangihan paylater lancar limit sudah lumayan kok di blokir parah ini aplikasi,1,Negatif
tolong pencarian drivernya dibatasi jadi cuma menit agar tak banyak menghabiskan waktu radius jarak pencarian driver dibuat sampai kilometer karena tinggal di dalam kompleks perumahan dan harus sering kontrol ke rumah sakit,1,Negatif
tolong di tindak lanjuti untuk di apk pemesanan layanan gocar   nya di aktifkan min karna di apk driver aktif sedangkan di apk pemesana tidak tertera layanan gocar   nya trims ttd driver,4,Positif
aplikasi bansat gabisa di pake asww rugi depo gabisa di pakai tulisan kebanyakan nyoba terus gabisa di pakai aplikasi apa ini bikin emosi aja idihhh sebell,1,Negatif
kenapa gojek ga seperti dulu sistem nya sudah sangat berubah mohon kembalikan gojek ke findaya lagi untuk sementara waktu bintang saja dulu sekian dan terimakasih,1,Negatif
kembalikan gopaylater ke findaya denda rb perhari masih mending dari yang sekrng bunga terlalu sadis hari harus bayar rb siapa yang sudi byar segitu bisa banyak yng galbay di tambah di teror terus,1,Negatif
sekarang gojek jelek banget sering cancle gajelass trus kalau tlp suka ga ada suaranya ahhhh seballllll,1,Negatif
transaksi batal tapi saldo belum kembali direfund parah goto nih,1,Negatif
untuk penggunaan paylater sekarang ribetbukan membantu malah nyekek,1,Negatif
setiap ada tlp masuk dari driver diaplikasi gojek kok ga ada buat angkatnya yabunyi doangmakin ga jelas aplikasinya,3,Netral
udah bayar tagihan gopinjam saldo rekening sudah terpotong tapi tagihan di bulan november masih belum terbayar kali saya bayar terpotong kali di bulan november ini trus uang saya transaksi yang pertama diambil siapa min kemana sy harus konfirmasi dan bertanya,1,Negatif
